state,decision_year,lag_year,crop,ranking_definition,lag_score,lag_score_rank,lag_score_z,lag_score_top,lag_acreage_share,observed_acreage_share,acreage_share_change,lag_acreage_rank,acreage_rank,acreage_rank_change,score_rank,score_rank_change,lag_acreage_top,acreage_top,timing_status,claim_level
North Dakota,2024,2023,soybeans,operating_margin,189.833730525,3,-1.05326358,False,0.595867371456,0.618266978923,0.0223996074667,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
North Dakota,2024,2023,winter_wheat,operating_margin,258.8562228,1,0.936481607968,True,0.0148966842864,0.0117096018735,-0.00318708241286,3,3,0,2,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2023,2022,corn,operating_margin,742.43283345,1,1.13510730605,True,0.377358490566,0.4,0.022641509434,2,2,0,2,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2023,2022,soybeans,operating_margin,515.426210145,3,-0.750989071681,False,0.566037735849,0.527777777778,-0.0382599580713,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2023,2022,winter_wheat,operating_margin,559.58201838,2,-0.384118234367,False,0.0566037735849,0.0722222222222,0.0156184486373,3,3,0,1,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2024,2023,corn,operating_margin,509.0029179,2,0.191633390121,False,0.4,0.379041248606,-0.0209587513935,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2024,2023,soybeans,operating_margin,485.17010865,3,-1.08194928394,False,0.527777777778,0.562987736901,0.035209959123,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Ohio,2024,2023,winter_wheat,operating_margin,522.0775044,1,0.890315893815,True,0.0722222222222,0.0579710144928,-0.0142512077295,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2023,2022,corn,operating_margin,290.95992585,1,1.0900072439,True,0.0673724735322,0.0722222222222,0.00484974868998,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2023,2022,soybeans,operating_margin,-41.2671105,3,-0.875023554955,False,0.104908565929,0.0851851851852,-0.0197233807436,2,2,0,2,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2023,2022,winter_wheat,operating_margin,70.32558753,2,-0.214983688947,False,0.827718960539,0.842592592593,0.0148736320536,1,1,0,3,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2024,2023,corn,operating_margin,260.8122633,1,1.14937869838,True,0.0722222222222,0.0848256361923,0.01260341397,3,3,0,3,2,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2024,2023,soybeans,operating_margin,65.13614865,2,-0.478791196047,False,0.0851851851852,0.0951932139491,0.0100080287639,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Oklahoma,2024,2023,winter_wheat,operating_margin,42.0857556,3,-0.670587502336,False,0.842592592593,0.819981149859,-0.022611442734,1,1,0,1,-2,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2023,2022,corn,operating_margin,415.98319257,2,-0.0188718492076,False,0.539682539683,0.550264550265,0.010582010582,1,1,0,3,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2023,2022,soybeans,operating_margin,334.68162552,3,-0.990430511467,False,0.31746031746,0.301587301587,-0.015873015873,2,2,0,2,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2023,2022,winter_wheat,operating_margin,502.02243828,1,1.00930236067,True,0.142857142857,0.148148148148,0.00529100529101,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2024,2023,corn,operating_margin,301.3331865,3,-0.887715036193,False,0.550264550265,0.538043478261,-0.0122210720037,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2024,2023,soybeans,operating_margin,340.7834349,2,-0.19565128629,False,0.301587301587,0.33152173913,0.0299344375431,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Pennsylvania,2024,2023,winter_wheat,operating_margin,413.6922708,1,1.08336632248,True,0.148148148148,0.130434782609,-0.0177133655395,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2023,2022,corn,operating_margin,290.95992585,2,-0.0959803581251,False,0.378698224852,0.419540229885,0.040842005033,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2023,2022,soybeans,operating_margin,247.9242249,3,-0.948549247223,False,0.479289940828,0.454022988506,-0.0252669523227,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2023,2022,winter_wheat,operating_margin,348.53022468,1,1.04452960535,True,0.14201183432,0.126436781609,-0.0155750527103,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2024,2023,corn,operating_margin,265.8773787,2,0.355877985199,False,0.419540229885,0.4125,-0.00704022988506,2,2,0,3,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2024,2023,soybeans,operating_margin,235.7749449,3,-1.12926078082,False,0.454022988506,0.4875,0.0334770114943,1,1,0,2,-1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Carolina,2024,2023,winter_wheat,operating_margin,274.3398276,1,0.773382795618,True,0.126436781609,0.1,-0.0264367816092,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2023,2022,corn,operating_margin,360.41729625,1,1.06505246827,True,0.492294520548,0.511363636364,0.0190691158157,1,1,0,2,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2023,2022,soybeans,operating_margin,262.38379167,3,-0.918851783217,False,0.436643835616,0.413961038961,-0.0226827966554,2,2,0,1,-2,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2023,2022,winter_wheat,operating_margin,300.56390793,2,-0.146200685054,False,0.0710616438356,0.0746753246753,0.00361368083971,3,3,0,3,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2024,2023,corn,operating_margin,276.0076095,2,0.347957909139,False,0.511363636364,0.48321048321,-0.0281531531532,1,1,0,1,-1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2024,2023,soybeans,operating_margin,301.40525115,1,0.779537678794,True,0.413961038961,0.446355446355,0.0323944073944,2,2,0,3,2,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
South Dakota,2024,2023,winter_wheat,operating_margin,189.1800012,3,-1.12749558793,False,0.0746753246753,0.0704340704341,-0.00424125424125,3,3,0,2,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2023,2022,corn,operating_margin,346.52582217,3,-0.918309640036,False,0.287197231834,0.312292358804,0.0250951269701,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2023,2022,soybeans,operating_margin,406.97945937,2,-0.147088162426,False,0.570934256055,0.531561461794,-0.0393727942613,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2023,2022,winter_wheat,operating_margin,502.02243828,1,1.06539780246,True,0.141868512111,0.156146179402,0.0142776672913,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2024,2023,corn,operating_margin,382.3750329,3,-0.73357739619,False,0.312292358804,0.241379310345,-0.0709130484592,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2024,2023,soybeans,operating_margin,393.2876799,2,-0.405479489033,False,0.531561461794,0.627586206897,0.0960247451025,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Tennessee,2024,2023,winter_wheat,operating_margin,444.6594804,1,1.13905688522,True,0.156146179402,0.131034482759,-0.0251116966434,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2023,2022,corn,operating_margin,103.42502577,1,0.699366580869,True,0.282708744247,0.277008310249,-0.0057004339979,2,2,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2023,2022,soybeans,operating_margin,2.11158981,3,-1.14539981607,False,0.0203813280736,0.0138504155125,-0.00653091256117,3,3,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2023,2022,winter_wheat,operating_margin,89.51211423,2,0.446033235203,False,0.696909927679,0.709141274238,0.0122313465591,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2024,2023,corn,operating_margin,124.0541475,1,0.729436494445,True,0.277008310249,0.277419354839,0.000411044589402,2,2,0,3,2,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2024,2023,soybeans,operating_margin,52.0100874,3,-1.13992260765,False,0.0138504155125,0.0129032258065,-0.000947189706014,3,3,0,1,-2,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Texas,2024,2023,winter_wheat,operating_margin,111.7619772,2,0.410486113207,False,0.709141274238,0.709677419355,0.000536145116612,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2023,2022,corn,operating_margin,603.51809265,1,1.00130537303,True,0.3359375,0.388235294118,0.0522977941176,2,2,0,2,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2023,2022,soybeans,operating_margin,305.76249198,3,-0.998689494845,False,0.484375,0.454901960784,-0.0294730392157,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2023,2022,winter_wheat,operating_margin,454.05612153,2,-0.00261587818855,False,0.1796875,0.156862745098,-0.022824754902,3,3,0,1,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2024,2023,corn,operating_margin,301.3331865,2,-0.157205205839,False,0.388235294118,0.377049180328,-0.0111861137898,2,2,0,3,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2024,2023,soybeans,operating_margin,222.64888365,3,-0.912086496871,False,0.454901960784,0.5,0.0450980392157,1,1,0,2,-1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Virginia,2024,2023,winter_wheat,operating_margin,429.1758756,1,1.06929170271,True,0.156862745098,0.122950819672,-0.0339119254259,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2023,2022,corn,operating_margin,693.81267417,1,1.11097427932,True,0.61320754717,0.625978090767,0.012770543597,1,1,0,2,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2023,2022,soybeans,operating_margin,493.73685999,3,-0.828071279004,False,0.339622641509,0.330203442879,-0.00941919862993,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2023,2022,winter_wheat,operating_margin,549.98875503,2,-0.282903000312,False,0.0471698113208,0.0438184663537,-0.00335134496708,3,3,0,1,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2024,2023,corn,operating_margin,397.5703791,2,-0.366781767764,False,0.625978090767,0.608272506083,-0.0177055846841,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2024,2023,soybeans,operating_margin,393.2876799,3,-0.764819720956,False,0.330203442879,0.348742903487,0.0185394606079,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Wisconsin,2024,2023,winter_wheat,operating_margin,413.6922708,1,1.13160148872,True,0.0438184663537,0.0429845904298,-0.000833875923832,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2023,2022,corn,relative_yield,0.680507497116,3,-0.73032536794,False,0.357142857143,0.372881355932,0.0157384987893,2,2,0,2,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2023,2022,soybeans,relative_yield,0.826612903226,2,-0.409413743962,False,0.428571428571,0.395480225989,-0.0330912025827,1,1,0,3,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2023,2022,winter_wheat,relative_yield,1.53191489362,1,1.1397391119,True,0.214285714286,0.231638418079,0.0173527037934,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2024,2023,corn,relative_yield,0.924985899605,2,-0.465108818145,False,0.372881355932,0.364864864865,-0.00801649106734,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2024,2023,soybeans,relative_yield,0.849802371542,3,-0.68273534858,False,0.395480225989,0.486486486486,0.0910062604978,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Alabama,2024,2023,winter_wheat,relative_yield,1.48221343874,1,1.14784416672,True,0.231638418079,0.148648648649,-0.0829897694304,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2023,2022,corn,relative_yield,0.997693194925,3,-0.919323655445,False,0.172749391727,0.209359605911,0.0366102141838,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2023,2022,soybeans,relative_yield,1.04838709677,2,-0.145427432142,False,0.773722627737,0.733990147783,-0.039732479954,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2023,2022,winter_wheat,relative_yield,1.12765957447,1,1.06475108759,True,0.0535279805353,0.0566502463054,0.00312226577014,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2024,2023,corn,relative_yield,1.03214890017,3,-0.904430974724,False,0.209359605911,0.135869565217,-0.0734900406939,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2024,2023,soybeans,relative_yield,1.06719367589,2,-0.16947853623,False,0.733990147783,0.828804347826,0.0948142000428,1,1,0,1,-1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Arkansas,2024,2023,winter_wheat,relative_yield,1.12648221344,1,1.07390951095,True,0.0566502463054,0.0353260869565,-0.0213241593489,3,3,0,2,1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2023,2022,corn,relative_yield,0.980392156863,2,-0.431329839415,False,0.4,0.432098765432,0.0320987654321,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2023,2022,soybeans,relative_yield,0.866935483871,3,-0.711948106949,False,0.4,0.37037037037,-0.0296296296296,1,2,1,3,0,True,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2023,2022,winter_wheat,relative_yield,1.6170212766,1,1.14327794636,True,0.2,0.197530864198,-0.00246913580247,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2024,2023,corn,relative_yield,1.06598984772,2,-0.408340319114,False,0.432098765432,0.423076923077,-0.00902184235518,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2024,2023,soybeans,relative_yield,0.909090909091,3,-0.731214059809,False,0.37037037037,0.397435897436,0.0270655270655,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Delaware,2024,2023,winter_wheat,relative_yield,1.81818181818,1,1.13955437892,True,0.197530864198,0.179487179487,-0.0180436847104,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2023,2022,corn,relative_yield,1.0092272203,2,-0.0689292959908,False,0.532051282051,0.577380952381,0.0453296703297,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2023,2022,soybeans,relative_yield,0.826612903226,3,-0.963752043969,False,0.211538461538,0.190476190476,-0.0210622710623,3,3,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2023,2022,winter_wheat,relative_yield,1.23404255319,1,1.03268133996,True,0.25641025641,0.232142857143,-0.0242673992674,2,2,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2024,2023,corn,relative_yield,0.981387478849,2,0.0729878011168,False,0.577380952381,0.54347826087,-0.0339026915114,1,1,0,3,1,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2024,2023,soybeans,relative_yield,0.849802371542,3,-1.03449419398,False,0.190476190476,0.246376811594,0.055900621118,3,2,-1,2,-1,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Georgia,2024,2023,winter_wheat,relative_yield,1.08695652174,1,0.961506392861,True,0.232142857143,0.210144927536,-0.0219979296066,2,3,1,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2023,2022,corn,relative_yield,1.23414071511,3,-0.648401803882,False,0.485393258427,0.500223313979,0.0148300555525,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2023,2022,soybeans,relative_yield,1.27016129032,2,-0.503253825244,False,0.485393258427,0.462259937472,-0.0231333209549,1,2,1,2,0,True,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2023,2022,winter_wheat,relative_yield,1.68085106383,1,1.15165562913,True,0.0292134831461,0.0375167485485,0.00830326540239,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2024,2023,corn,relative_yield,1.16187253243,3,-0.710102761197,False,0.500223313979,0.482789450156,-0.017433863823,1,1,0,3,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2024,2023,soybeans,relative_yield,1.24505928854,2,-0.433501440336,False,0.462259937472,0.482789450156,0.0205295126844,2,1,-1,2,0,False,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Illinois,2024,2023,winter_wheat,relative_yield,1.71936758893,1,1.14360420153,True,0.0375167485485,0.0344210996871,-0.00309564886138,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2023,2022,corn,relative_yield,1.09573241061,3,-0.666858465892,False,0.460930640913,0.479964773228,0.0190341323146,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2023,2022,soybeans,relative_yield,1.15927419355,2,-0.482949870077,False,0.513608428446,0.484368119771,-0.029240308675,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2023,2022,winter_wheat,relative_yield,1.72340425532,1,1.14980833597,True,0.0254609306409,0.0356671070013,0.0102061763604,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2024,2023,corn,relative_yield,1.14495205866,3,-0.656769285437,False,0.479964773228,0.459770114943,-0.0201946582851,2,2,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2024,2023,soybeans,relative_yield,1.20553359684,2,-0.494105830953,False,0.484368119771,0.512820512821,0.0284523930495,1,1,0,2,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Indiana,2024,2023,winter_wheat,relative_yield,1.81818181818,1,1.15087511639,True,0.0356671070013,0.027409372237,-0.00825773476436,3,3,0,1,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2023,2022,corn,relative_yield,0.663206459054,2,-0.0436592022458,False,0.3081232493,0.314551422319,0.00642817301975,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2023,2022,soybeans,relative_yield,0.554435483871,3,-0.977455345999,False,0.282913165266,0.242341356674,-0.0405718085921,3,3,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2023,2022,winter_wheat,relative_yield,0.787234042553,1,1.02111454824,True,0.408963585434,0.443107221007,0.0341436355724,1,1,0,1,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2024,2023,corn,relative_yield,0.671178793006,2,0.468690756983,False,0.314551422319,0.341833966359,0.0272825440397,2,2,0,2,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2024,2023,soybeans,relative_yield,0.513833992095,3,-1.1482637177,False,0.242341356674,0.24579489962,0.00345354294622,3,3,0,3,0,False,False,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
Kansas,2024,2023,winter_wheat,relative_yield,0.691699604743,1,0.679572960716,True,0.443107221007,0.412371134021,-0.0307360869859,1,1,0,1,0,True,True,LAGGED_SCORE_PRECEDES_DECISION_YEAR_ACREAGE,DESCRIPTIVE_TRANSITION_NOT_CAUSAL
