ranking_definition,state,decision_year,lag_score_top_crops,current_score_top_crops,lag_acreage_top_crops,current_acreage_top_crops,score_top_changed,acreage_top_changed,lag_score_top_matches_current_acreage_top,lagged_pairwise_inversions,lagged_pairwise_ties,lagged_inversion_intensity,lagged_top_minus_other_share_change,claim_level
standardized_revenue,Virginia,2024,corn,corn,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0167791706847,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
standardized_revenue,Wisconsin,2023,corn,corn,corn,corn,False,False,True,0,0,0,0.0191558153955,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
standardized_revenue,Wisconsin,2024,corn,corn,corn,corn,False,False,True,0,0,0,-0.0265583770261,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Alabama,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,0.0260290556901,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Alabama,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,-0.124484654146,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Arkansas,2023,corn,winter_wheat,soybeans,soybeans,True,False,False,1,0,0.333333333333,0.0549153212758,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Arkansas,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0319862390233,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Delaware,2023,winter_wheat,winter_wheat,corn;soybeans,corn,False,True,False,2,0,0.666666666667,-0.0037037037037,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Delaware,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,-0.0270655270655,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Georgia,2023,corn,winter_wheat,corn,corn,True,False,True,0,0,0,0.0679945054945,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Georgia,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,-0.0329968944099,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Illinois,2023,corn,winter_wheat,corn;soybeans,corn,True,True,True,1,0,0.333333333333,0.0222450833287,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Illinois,2024,winter_wheat,winter_wheat,corn,corn;soybeans,False,True,False,2,1,0.666666666667,-0.00464347329207,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Indiana,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.0153092645406,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Indiana,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0123866021465,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Kansas,2023,winter_wheat,winter_wheat,winter_wheat,winter_wheat,False,False,True,0,0,0,0.0512154533586,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Kansas,2024,winter_wheat,winter_wheat,winter_wheat,winter_wheat,False,False,True,0,0,0,-0.0461041304789,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Kentucky,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.0226389946687,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Kentucky,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0154298721329,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Maryland,2023,winter_wheat,winter_wheat,soybeans,corn,False,True,False,2,0,0.666666666667,-0.0158480739876,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Maryland,2024,winter_wheat,winter_wheat,corn,soybeans,False,True,False,2,0,0.666666666667,-0.00844407530454,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Michigan,2023,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,0.0408468776732,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Michigan,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,3,0,1,-0.0548600883652,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Mississippi,2023,corn,soybeans,soybeans,soybeans,True,False,False,1,0,0.333333333333,0.0925252459655,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Mississippi,2024,soybeans,soybeans,soybeans,soybeans,False,False,True,1,0,0.333333333333,0.152273888605,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Missouri,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.0206195014663,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Missouri,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0140701002687,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Nebraska,2023,corn,soybeans,corn,corn,True,False,True,0,0,0,0.0321494182486,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Nebraska,2024,soybeans,soybeans,corn,corn,False,False,False,1,0,0.333333333333,0.00399725838076,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,New Jersey,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.0540158371041,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,New York,2023,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,0.0061038961039,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,New York,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,3,0,1,-0.013317010858,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,North Carolina,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.00547231270358,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,North Carolina,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0246300763749,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,North Dakota,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.00435530626969,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,North Dakota,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,-0.0047806236193,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Ohio,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,0.023427672956,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Ohio,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0213768115942,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Oklahoma,2023,corn,corn,winter_wheat,winter_wheat,False,False,False,2,0,0.666666666667,0.00727462303497,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Oklahoma,2024,corn,winter_wheat,winter_wheat,winter_wheat,True,False,False,2,0,0.666666666667,0.0189051209551,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Pennsylvania,2023,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,0.00793650793651,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Pennsylvania,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,3,0,1,-0.0265700483092,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,South Carolina,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0233625790655,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,South Carolina,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0396551724138,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,South Dakota,2023,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,0.00542052125956,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,South Dakota,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,3,0,1,-0.00636188136188,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Tennessee,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,0.0214165009369,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Tennessee,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,2,0,0.666666666667,-0.0376675449651,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Texas,2023,winter_wheat,winter_wheat,winter_wheat,winter_wheat,False,False,True,0,0,0,0.0183470198386,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Texas,2024,winter_wheat,winter_wheat,winter_wheat,winter_wheat,False,False,True,0,0,0,0.000804217674917,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Virginia,2023,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,-0.0342371323529,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Virginia,2024,winter_wheat,winter_wheat,soybeans,soybeans,False,False,False,3,0,1,-0.0508678881389,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Wisconsin,2023,winter_wheat,winter_wheat,corn,corn,False,False,False,2,0,0.666666666667,-0.00502701745062,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
total_cost_margin,Wisconsin,2024,winter_wheat,winter_wheat,corn,corn,False,False,False,3,0,1,-0.00125081388575,DESCRIPTIVE_RANK_TRANSITION_NOT_CAUSAL
