state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,observed_acreage_share,acreage_rank
Indiana,2024,corn,standardized_revenue,786.0600000000001,1.0,5200.0,0.45977011494252873,2.0
Indiana,2024,soybeans,standardized_revenue,585.28,2.0,5800.0,0.5128205128205128,1.0
Indiana,2024,winter_wheat,standardized_revenue,493.06,3.0,310.0,0.027409372236958444,3.0
Kansas,2022,corn,standardized_revenue,798.7597596,1.0,5500.0,0.3081232492997199,2.0
Kansas,2022,soybeans,standardized_revenue,397.63808617500007,2.0,5050.0,0.28291316526610644,3.0
Kansas,2022,winter_wheat,standardized_revenue,354.95074395,3.0,7300.0,0.40896358543417366,1.0
Kansas,2023,corn,standardized_revenue,602.7487326,1.0,5750.0,0.31455142231947486,2.0
Kansas,2023,soybeans,standardized_revenue,341.2775925,2.0,4430.0,0.24234135667396062,3.0
Kansas,2023,winter_wheat,standardized_revenue,270.963084,3.0,8100.0,0.4431072210065646,1.0
Kansas,2024,corn,standardized_revenue,512.13,1.0,6300.0,0.34183396635919694,2.0
Kansas,2024,soybeans,standardized_revenue,347.2,2.0,4530.0,0.24579489962018447,3.0
Kansas,2024,winter_wheat,standardized_revenue,238.22,3.0,7600.0,0.41237113402061853,1.0
Kentucky,2022,corn,standardized_revenue,1083.53497824,1.0,1420.0,0.3641025641025641,2.0
Kentucky,2022,soybeans,standardized_revenue,737.4379052700001,3.0,1950.0,0.5,1.0
Kentucky,2022,winter_wheat,standardized_revenue,767.4610680000001,2.0,530.0,0.1358974358974359,3.0
Kentucky,2023,corn,standardized_revenue,947.1765798,1.0,1600.0,0.39603960396039606,2.0
Kentucky,2023,soybeans,standardized_revenue,721.93336875,2.0,1830.0,0.452970297029703,1.0
Kentucky,2023,winter_wheat,standardized_revenue,681.2786112,3.0,610.0,0.15099009900990099,3.0
Kentucky,2024,corn,standardized_revenue,706.6600000000001,1.0,1370.0,0.3442211055276382,2.0
Kentucky,2024,soybeans,standardized_revenue,476.15999999999997,2.0,2050.0,0.5150753768844221,1.0
Kentucky,2024,winter_wheat,standardized_revenue,415.5,3.0,560.0,0.1407035175879397,3.0
Maryland,2022,corn,standardized_revenue,1146.0466116000002,1.0,420.0,0.32432432432432434,2.0
Maryland,2022,soybeans,standardized_revenue,621.7613711100001,3.0,520.0,0.4015444015444015,1.0
Maryland,2022,winter_wheat,standardized_revenue,748.2745413,2.0,355.0,0.27413127413127414,3.0
Maryland,2023,corn,standardized_revenue,835.744041,1.0,480.0,0.37209302325581395,1.0
Maryland,2023,soybeans,standardized_revenue,616.9248787500001,3.0,470.0,0.3643410852713178,2.0
Maryland,2023,winter_wheat,standardized_revenue,658.0532039999999,2.0,340.0,0.26356589147286824,3.0
Maryland,2024,corn,standardized_revenue,567.71,1.0,440.0,0.3492063492063492,2.0
Maryland,2024,soybeans,standardized_revenue,436.48,2.0,495.0,0.39285714285714285,1.0
Maryland,2024,winter_wheat,standardized_revenue,415.5,3.0,325.0,0.25793650793650796,3.0
Michigan,2022,corn,standardized_revenue,1166.8838227200001,1.0,2300.0,0.4590818363273453,1.0
Michigan,2022,soybeans,standardized_revenue,679.5996381900001,3.0,2250.0,0.4491017964071856,2.0
Michigan,2022,winter_wheat,standardized_revenue,796.2408580499999,2.0,460.0,0.09181636726546906,3.0
Michigan,2023,corn,standardized_revenue,850.9393871999999,1.0,2400.0,0.47619047619047616,1.0
Michigan,2023,soybeans,standardized_revenue,603.7988175,3.0,2040.0,0.40476190476190477,2.0
Michigan,2023,winter_wheat,standardized_revenue,642.5695992,2.0,600.0,0.11904761904761904,3.0
Michigan,2024,corn,standardized_revenue,718.57,1.0,2250.0,0.4639175257731959,1.0
Michigan,2024,soybeans,standardized_revenue,486.08,2.0,2200.0,0.4536082474226804,2.0
Michigan,2024,winter_wheat,standardized_revenue,481.98,3.0,400.0,0.08247422680412371,3.0
Mississippi,2022,corn,standardized_revenue,1146.0466116000002,1.0,580.0,0.1939799331103679,2.0
Mississippi,2022,soybeans,standardized_revenue,780.8166055800001,2.0,2310.0,0.7725752508361204,1.0
Mississippi,2022,winter_wheat,standardized_revenue,498.8496942,3.0,100.0,0.033444816053511704,3.0
Mississippi,2023,corn,standardized_revenue,916.7858874,1.0,790.0,0.255663430420712,2.0
Mississippi,2023,soybeans,standardized_revenue,735.05943,2.0,2180.0,0.7055016181229773,1.0
Mississippi,2023,winter_wheat,standardized_revenue,402.5737248,3.0,120.0,0.038834951456310676,3.0
Mississippi,2024,corn,standardized_revenue,738.4200000000001,1.0,490.0,0.17192982456140352,2.0
Mississippi,2024,soybeans,standardized_revenue,555.52,2.0,2300.0,0.8070175438596491,1.0
Mississippi,2024,winter_wheat,standardized_revenue,277.0,3.0,60.0,0.021052631578947368,3.0
Missouri,2022,corn,standardized_revenue,1118.26366344,1.0,3350.0,0.3323412698412698,2.0
Missouri,2022,soybeans,standardized_revenue,657.910288035,2.0,6100.0,0.6051587301587301,1.0
Missouri,2022,winter_wheat,standardized_revenue,575.595801,3.0,630.0,0.0625,3.0
Missouri,2023,corn,standardized_revenue,774.9626562000001,1.0,3850.0,0.3763440860215054,2.0
Missouri,2023,soybeans,standardized_revenue,630.0509400000001,2.0,5600.0,0.5474095796676441,1.0
Missouri,2023,winter_wheat,standardized_revenue,541.926168,3.0,780.0,0.07624633431085044,3.0
Missouri,2024,corn,standardized_revenue,726.51,1.0,3450.0,0.344311377245509,2.0
Missouri,2024,soybeans,standardized_revenue,486.08,2.0,5900.0,0.5888223552894212,1.0
Missouri,2024,winter_wheat,standardized_revenue,415.5,3.0,670.0,0.06686626746506986,3.0
Nebraska,2022,corn,standardized_revenue,1146.0466116000002,1.0,9600.0,0.5878750765462339,1.0
Nebraska,2022,soybeans,standardized_revenue,708.51877173,2.0,5750.0,0.352112676056338,2.0
Nebraska,2022,winter_wheat,standardized_revenue,306.98442719999997,3.0,980.0,0.06001224739742805,3.0
Nebraska,2023,corn,standardized_revenue,921.8510028,1.0,9950.0,0.6093080220453154,1.0
Nebraska,2023,soybeans,standardized_revenue,675.992154375,2.0,5250.0,0.3214941824862217,2.0
Nebraska,2023,winter_wheat,standardized_revenue,325.1557008,3.0,1130.0,0.06919779546846296,3.0
Nebraska,2024,corn,standardized_revenue,746.36,1.0,10050.0,0.6146788990825688,1.0
Nebraska,2024,soybeans,standardized_revenue,570.4,2.0,5300.0,0.3241590214067278,2.0
Nebraska,2024,winter_wheat,standardized_revenue,288.08,3.0,1000.0,0.06116207951070336,3.0
New Jersey,2022,corn,standardized_revenue,791.8140225600001,1.0,68.0,0.3333333333333333,2.0
New Jersey,2022,soybeans,standardized_revenue,404.86786956000003,3.0,110.0,0.5392156862745098,1.0
New Jersey,2022,winter_wheat,standardized_revenue,671.5284345,2.0,26.0,0.12745098039215685,3.0
New Jersey,2023,corn,standardized_revenue,850.9393871999999,1.0,74.0,0.3557692307692308,2.0
New Jersey,2023,soybeans,standardized_revenue,564.42063375,3.0,100.0,0.4807692307692308,1.0
New Jersey,2023,winter_wheat,standardized_revenue,634.8277968,2.0,34.0,0.16346153846153846,3.0
New York,2022,corn,standardized_revenue,986.2946596800001,1.0,1010.0,0.6733333333333333,1.0
New York,2022,soybeans,standardized_revenue,650.68050465,3.0,350.0,0.23333333333333334,2.0
New York,2022,winter_wheat,standardized_revenue,690.7149612000001,2.0,140.0,0.09333333333333334,3.0
New York,2023,corn,standardized_revenue,805.3533486,1.0,1040.0,0.6753246753246753,1.0
New York,2023,soybeans,standardized_revenue,669.42912375,2.0,350.0,0.22727272727272727,2.0
New York,2023,winter_wheat,standardized_revenue,627.0859944,3.0,150.0,0.09740259740259741,3.0
New York,2024,corn,standardized_revenue,670.9300000000001,1.0,1020.0,0.6688524590163935,1.0
New York,2024,soybeans,standardized_revenue,505.92,2.0,370.0,0.24262295081967214,2.0
New York,2024,winter_wheat,standardized_revenue,415.5,3.0,135.0,0.08852459016393442,3.0
North Carolina,2022,corn,standardized_revenue,875.16286704,1.0,820.0,0.2733333333333333,2.0
North Carolina,2022,soybeans,standardized_revenue,556.6933206450001,3.0,1700.0,0.5666666666666667,1.0
North Carolina,2022,winter_wheat,standardized_revenue,613.9688543999999,2.0,480.0,0.16,3.0
North Carolina,2023,corn,standardized_revenue,744.5719638,1.0,950.0,0.30944625407166126,2.0
North Carolina,2023,soybeans,standardized_revenue,505.353358125,3.0,1640.0,0.5342019543973942,1.0
North Carolina,2023,winter_wheat,standardized_revenue,541.926168,2.0,480.0,0.1563517915309446,3.0
North Carolina,2024,corn,standardized_revenue,345.39000000000004,2.0,890.0,0.3037542662116041,2.0
North Carolina,2024,soybeans,standardized_revenue,386.88,1.0,1630.0,0.5563139931740614,1.0
North Carolina,2024,winter_wheat,standardized_revenue,315.78000000000003,3.0,410.0,0.13993174061433447,3.0
North Dakota,2022,corn,standardized_revenue,902.9458152000002,1.0,2950.0,0.336950314106225,2.0
North Dakota,2022,soybeans,standardized_revenue,506.08483695000007,3.0,5700.0,0.6510565391205025,1.0
North Dakota,2022,winter_wheat,standardized_revenue,575.595801,2.0,105.0,0.011993146773272416,3.0
North Dakota,2023,corn,standardized_revenue,724.3115022,1.0,4050.0,0.38923594425756847,2.0
North Dakota,2023,soybeans,standardized_revenue,465.975174375,2.0,6200.0,0.5958673714560307,1.0
North Dakota,2023,winter_wheat,standardized_revenue,433.5409344,3.0,155.0,0.014896684286400768,3.0
North Dakota,2024,corn,standardized_revenue,591.53,1.0,3950.0,0.3700234192037471,2.0
North Dakota,2024,soybeans,standardized_revenue,372.0,2.0,6600.0,0.6182669789227166,1.0
North Dakota,2024,winter_wheat,standardized_revenue,299.16,3.0,125.0,0.0117096018735363,3.0
Ohio,2022,corn,standardized_revenue,1298.85282648,1.0,3400.0,0.37735849056603776,2.0
Ohio,2022,soybeans,standardized_revenue,802.5059557350002,2.0,5100.0,0.5660377358490566,1.0
Ohio,2022,winter_wheat,standardized_revenue,757.86780465,3.0,510.0,0.05660377358490566,3.0
Ohio,2023,corn,standardized_revenue,1002.8928492,1.0,3600.0,0.4,2.0
Ohio,2023,soybeans,standardized_revenue,761.3115525000001,2.0,4750.0,0.5277777777777778,1.0
Ohio,2023,winter_wheat,standardized_revenue,696.762216,3.0,650.0,0.07222222222222222,3.0
Ohio,2024,corn,standardized_revenue,702.69,1.0,3400.0,0.379041248606466,2.0
Ohio,2024,soybeans,standardized_revenue,496.0,2.0,5050.0,0.5629877369007804,1.0
Ohio,2024,winter_wheat,standardized_revenue,470.9,3.0,520.0,0.057971014492753624,3.0
Oklahoma,2022,corn,standardized_revenue,847.3799188800001,1.0,350.0,0.06737247353224254,3.0
Oklahoma,2022,soybeans,standardized_revenue,245.81263509000004,3.0,545.0,0.10490856592877768,2.0
Oklahoma,2022,winter_wheat,standardized_revenue,268.61137379999997,2.0,4300.0,0.8277189605389798,1.0
Oklahoma,2023,corn,standardized_revenue,754.7021946000001,1.0,390.0,0.07222222222222222,3.0
Oklahoma,2023,soybeans,standardized_revenue,341.2775925,2.0,460.0,0.08518518518518518,2.0
Oklahoma,2023,winter_wheat,standardized_revenue,216.7704672,3.0,4550.0,0.8425925925925926,1.0
Oklahoma,2024,corn,standardized_revenue,389.06,1.0,450.0,0.08482563619227144,3.0
Oklahoma,2024,soybeans,standardized_revenue,198.4,3.0,505.0,0.09519321394910461,2.0
Oklahoma,2024,winter_wheat,standardized_revenue,210.52,2.0,4350.0,0.8199811498586239,1.0
Pennsylvania,2022,corn,standardized_revenue,972.4031856000001,1.0,1020.0,0.5396825396825397,1.0
Pennsylvania,2022,soybeans,standardized_revenue,621.7613711100001,3.0,600.0,0.31746031746031744,2.0
Pennsylvania,2022,winter_wheat,standardized_revenue,700.30822455,2.0,270.0,0.14285714285714285,3.0
Pennsylvania,2023,corn,standardized_revenue,795.2231178,1.0,1040.0,0.5502645502645502,1.0
Pennsylvania,2023,soybeans,standardized_revenue,616.9248787500001,2.0,570.0,0.30158730158730157,2.0
Pennsylvania,2023,winter_wheat,standardized_revenue,588.3769824,3.0,280.0,0.14814814814814814,3.0
Pennsylvania,2024,corn,standardized_revenue,547.86,1.0,990.0,0.5380434782608695,1.0
Pennsylvania,2024,soybeans,standardized_revenue,446.4,2.0,610.0,0.33152173913043476,2.0
Pennsylvania,2024,winter_wheat,standardized_revenue,415.5,3.0,240.0,0.13043478260869565,3.0
South Carolina,2022,corn,standardized_revenue,847.3799188800001,1.0,320.0,0.378698224852071,2.0
South Carolina,2022,soybeans,standardized_revenue,535.00397049,3.0,405.0,0.47928994082840237,1.0
South Carolina,2022,winter_wheat,standardized_revenue,546.81601095,2.0,120.0,0.14201183431952663,3.0
South Carolina,2023,corn,standardized_revenue,759.7673100000001,1.0,365.0,0.41954022988505746,2.0
South Carolina,2023,soybeans,standardized_revenue,511.91638875,2.0,395.0,0.4540229885057471,1.0
South Carolina,2023,winter_wheat,standardized_revenue,449.0245392,3.0,110.0,0.12643678160919541,3.0
South Carolina,2024,corn,standardized_revenue,400.97,1.0,330.0,0.4125,2.0
South Carolina,2024,soybeans,standardized_revenue,337.28,2.0,390.0,0.4875,1.0
South Carolina,2024,winter_wheat,standardized_revenue,299.16,3.0,80.0,0.1,3.0
South Dakota,2022,corn,standardized_revenue,916.83728928,1.0,5750.0,0.4922945205479452,1.0
South Dakota,2022,soybeans,standardized_revenue,549.4635372600001,2.0,5100.0,0.4366438356164384,2.0
South Dakota,2022,winter_wheat,standardized_revenue,498.8496942,3.0,830.0,0.07106164383561644,3.0
South Dakota,2023,corn,standardized_revenue,769.8975408000001,1.0,6300.0,0.5113636363636364,1.0
South Dakota,2023,soybeans,standardized_revenue,577.546695,2.0,5100.0,0.413961038961039,2.0
South Dakota,2023,winter_wheat,standardized_revenue,363.8647128,3.0,920.0,0.07467532467532467,3.0
South Dakota,2024,corn,standardized_revenue,651.08,1.0,5900.0,0.4832104832104832,1.0
South Dakota,2024,soybeans,standardized_revenue,426.56,2.0,5450.0,0.44635544635544633,2.0
South Dakota,2024,winter_wheat,standardized_revenue,349.02,3.0,860.0,0.07043407043407043,3.0
Tennessee,2022,corn,standardized_revenue,902.9458152000002,1.0,830.0,0.28719723183391005,2.0
Tennessee,2022,soybeans,standardized_revenue,694.05920496,3.0,1650.0,0.5709342560553633,1.0
Tennessee,2022,winter_wheat,standardized_revenue,700.30822455,2.0,410.0,0.14186851211072665,3.0
Tennessee,2023,corn,standardized_revenue,876.2649642,1.0,940.0,0.3122923588039867,2.0
Tennessee,2023,soybeans,standardized_revenue,669.42912375,2.0,1600.0,0.53156146179402,1.0
Tennessee,2023,winter_wheat,standardized_revenue,619.3441919999999,3.0,470.0,0.15614617940199335,3.0
Tennessee,2024,corn,standardized_revenue,603.44,1.0,700.0,0.2413793103448276,2.0
Tennessee,2024,soybeans,standardized_revenue,416.64,2.0,1820.0,0.6275862068965518,1.0
Tennessee,2024,winter_wheat,standardized_revenue,415.5,3.0,380.0,0.1310344827586207,3.0
Texas,2022,corn,standardized_revenue,659.8450188,1.0,2150.0,0.28270874424720577,2.0
Texas,2022,soybeans,standardized_revenue,289.1913354,2.0,155.0,0.020381328073635765,3.0
Texas,2022,winter_wheat,standardized_revenue,287.7979005,3.0,5300.0,0.6969099276791585,1.0
Texas,2023,corn,standardized_revenue,617.9440788,1.0,2500.0,0.2770083102493075,2.0
Texas,2023,soybeans,standardized_revenue,328.15153125,2.0,125.0,0.013850415512465374,3.0
Texas,2023,winter_wheat,standardized_revenue,286.4466888,3.0,6400.0,0.7091412742382271,1.0
Texas,2024,corn,standardized_revenue,444.64000000000004,1.0,2150.0,0.27741935483870966,2.0
Texas,2024,soybeans,standardized_revenue,317.44,2.0,100.0,0.012903225806451613,3.0
Texas,2024,winter_wheat,standardized_revenue,171.74,3.0,5500.0,0.7096774193548387,1.0
Virginia,2022,corn,standardized_revenue,1159.93808568,1.0,430.0,0.3359375,2.0
Virginia,2022,soybeans,standardized_revenue,592.8422375700001,3.0,620.0,0.484375,1.0
Virginia,2022,winter_wheat,standardized_revenue,652.3419078,2.0,230.0,0.1796875,3.0
Virginia,2023,corn,standardized_revenue,795.2231178,1.0,495.0,0.38823529411764707,2.0
Virginia,2023,soybeans,standardized_revenue,498.79032750000005,3.0,580.0,0.4549019607843137,1.0
Virginia,2023,winter_wheat,standardized_revenue,603.8605871999999,2.0,200.0,0.1568627450980392,3.0
Virginia,2024,corn,standardized_revenue,452.58000000000004,1.0,460.0,0.3770491803278688,2.0
Virginia,2024,soybeans,standardized_revenue,436.48,2.0,610.0,0.5,1.0
Virginia,2024,winter_wheat,standardized_revenue,365.64,3.0,150.0,0.12295081967213115,3.0
Wisconsin,2022,corn,standardized_revenue,1250.2326672000002,1.0,3900.0,0.6132075471698113,1.0
Wisconsin,2022,soybeans,standardized_revenue,780.8166055800001,2.0,2160.0,0.33962264150943394,2.0
Wisconsin,2022,winter_wheat,standardized_revenue,748.2745413,3.0,300.0,0.04716981132075472,3.0
Wisconsin,2023,corn,standardized_revenue,891.4603104,1.0,4000.0,0.6259780907668232,1.0
Wisconsin,2023,soybeans,standardized_revenue,669.42912375,2.0,2110.0,0.3302034428794992,2.0
Wisconsin,2023,winter_wheat,standardized_revenue,588.3769824,3.0,280.0,0.04381846635367762,3.0
Wisconsin,2024,corn,standardized_revenue,690.7800000000001,1.0,3750.0,0.6082725060827251,1.0
Wisconsin,2024,soybeans,standardized_revenue,476.15999999999997,2.0,2150.0,0.34874290348742903,2.0
Wisconsin,2024,winter_wheat,standardized_revenue,454.28000000000003,3.0,265.0,0.042984590429845905,3.0
Alabama,2022,corn,operating_margin,263.1769776900001,3.0,300.0,0.35714285714285715,2.0
Alabama,2022,soybeans,operating_margin,305.76249198000005,2.0,360.0,0.42857142857142855,1.0
Alabama,2022,winter_wheat,operating_margin,492.42917493,1.0,180.0,0.21428571428571427,3.0
Alabama,2023,corn,operating_margin,336.7889943,2.0,330.0,0.3728813559322034,2.0
Alabama,2023,soybeans,operating_margin,288.2791899,3.0,350.0,0.3954802259887006,1.0
Alabama,2023,winter_wheat,operating_margin,405.95046840000003,1.0,205.0,0.23163841807909605,3.0
Alabama,2024,corn,operating_margin,9.980000000000018,3.0,270.0,0.36486486486486486,2.0
Alabama,2024,soybeans,operating_margin,63.95999999999998,2.0,360.0,0.4864864864864865,1.0
Alabama,2024,winter_wheat,operating_margin,239.21999999999997,1.0,110.0,0.14864864864864866,3.0
Arkansas,2022,corn,operating_margin,645.19251489,1.0,710.0,0.17274939172749393,2.0
Arkansas,2022,soybeans,operating_margin,464.81772645000007,2.0,3180.0,0.7737226277372263,1.0
Arkansas,2022,winter_wheat,operating_margin,310.15717128,3.0,220.0,0.0535279805352798,3.0
Arkansas,2023,corn,operating_margin,433.0261869,1.0,850.0,0.20935960591133004,2.0
Arkansas,2023,soybeans,operating_margin,432.66586365,2.0,2980.0,0.7339901477832512,1.0
Arkansas,2023,winter_wheat,operating_margin,266.5980252,3.0,230.0,0.05665024630541872,3.0
Arkansas,2024,corn,operating_margin,307.72999999999996,1.0,500.0,0.1358695652173913,2.0
Arkansas,2024,soybeans,operating_margin,302.04,2.0,3050.0,0.8288043478260869,1.0
Arkansas,2024,winter_wheat,operating_margin,156.12,3.0,130.0,0.035326086956521736,3.0
Delaware,2022,corn,operating_margin,624.3553037700002,1.0,160.0,0.4,1.0
Delaware,2022,soybeans,operating_margin,334.68162552000007,3.0,160.0,0.4,1.0
Delaware,2022,winter_wheat,operating_margin,530.8022283299999,2.0,80.0,0.2,3.0
Delaware,2023,corn,operating_margin,463.4168793,2.0,175.0,0.43209876543209874,1.0
Delaware,2023,soybeans,operating_margin,327.65737365,3.0,150.0,0.37037037037037035,2.0
Delaware,2023,winter_wheat,operating_margin,537.5611091999999,1.0,80.0,0.19753086419753085,3.0
Delaware,2024,corn,operating_margin,244.20999999999998,2.0,165.0,0.4230769230769231,1.0
Delaware,2024,soybeans,operating_margin,202.83999999999997,3.0,155.0,0.3974358974358974,2.0
Delaware,2024,winter_wheat,operating_margin,244.76,1.0,70.0,0.1794871794871795,3.0
Georgia,2022,corn,operating_margin,659.0839889700001,1.0,415.0,0.532051282051282,1.0
Georgia,2022,soybeans,operating_margin,305.76249198000005,3.0,165.0,0.21153846153846154,3.0
Georgia,2022,winter_wheat,operating_margin,358.1234880299999,2.0,200.0,0.2564102564102564,2.0
Georgia,2023,corn,operating_margin,387.44014830000003,1.0,485.0,0.5773809523809523,1.0
Georgia,2023,soybeans,operating_margin,288.2791899,2.0,160.0,0.19047619047619047,3.0
Georgia,2023,winter_wheat,operating_margin,251.11442039999997,3.0,195.0,0.23214285714285715,2.0
Georgia,2024,corn,operating_margin,212.45,2.0,375.0,0.5434782608695652,1.0
Georgia,2024,soybeans,operating_margin,222.68,1.0,170.0,0.2463768115942029,2.0
Georgia,2024,winter_wheat,operating_margin,172.74,3.0,145.0,0.21014492753623187,3.0
Illinois,2022,corn,operating_margin,929.96773353,1.0,10800.0,0.4853932584269663,1.0
Illinois,2022,soybeans,operating_margin,623.87296092,2.0,10800.0,0.4853932584269663,1.0
Illinois,2022,winter_wheat,operating_margin,559.58201838,3.0,650.0,0.029213483146067417,3.0
Illinois,2023,corn,operating_margin,549.5238411,2.0,11200.0,0.5002233139794551,1.0
Illinois,2023,soybeans,operating_margin,550.8004149,1.0,10350.0,0.46225993747208577,2.0
Illinois,2023,winter_wheat,operating_margin,498.8520972,3.0,840.0,0.037516748548459135,3.0
Illinois,2024,corn,operating_margin,426.83,1.0,10800.0,0.4827894501564595,1.0
Illinois,2024,soybeans,operating_margin,391.32,2.0,10800.0,0.4827894501564595,1.0
Illinois,2024,winter_wheat,operating_margin,322.32,3.0,770.0,0.03442109968708091,3.0
Indiana,2022,corn,operating_margin,763.2700445700001,1.0,5250.0,0.46093064091308167,2.0
Indiana,2022,soybeans,operating_margin,544.3453436850001,3.0,5850.0,0.5136084284460053,1.0
Indiana,2022,winter_wheat,operating_margin,578.76854508,2.0,290.0,0.025460930640913083,3.0
Indiana,2023,corn,operating_margin,534.3284949,2.0,5450.0,0.479964773227653,2.0
Indiana,2023,soybeans,operating_margin,524.5482924,3.0,5500.0,0.484368119771026,1.0
Indiana,2023,winter_wheat,operating_margin,537.5611091999999,1.0,405.0,0.035667107001321,3.0
Indiana,2024,corn,operating_margin,351.40000000000003,1.0,5200.0,0.45977011494252873,2.0
Indiana,2024,soybeans,operating_margin,341.71999999999997,2.0,5800.0,0.5128205128205128,1.0
Indiana,2024,winter_wheat,operating_margin,338.94,3.0,310.0,0.027409372236958444,3.0
Kansas,2022,corn,operating_margin,242.33976657000005,1.0,5500.0,0.3081232492997199,2.0
Kansas,2022,soybeans,operating_margin,110.55834058500005,3.0,5050.0,0.28291316526610644,3.0
Kansas,2022,winter_wheat,operating_margin,156.66495768,2.0,7300.0,0.40896358543417366,1.0
Kansas,2023,corn,operating_margin,108.85880130000001,1.0,5750.0,0.31455142231947486,2.0
Kansas,2023,soybeans,operating_margin,65.13614864999998,3.0,4430.0,0.24234135667396062,3.0
Kansas,2023,winter_wheat,operating_margin,96.27837239999998,2.0,8100.0,0.4431072210065646,1.0
Kansas,2024,corn,operating_margin,77.46999999999997,3.0,6300.0,0.34183396635919694,2.0
Kansas,2024,soybeans,operating_margin,103.63999999999999,1.0,4530.0,0.24579489962018447,3.0
Kansas,2024,winter_wheat,operating_margin,84.1,2.0,7600.0,0.41237113402061853,1.0
Kentucky,2022,corn,operating_margin,527.1149852100001,2.0,1420.0,0.3641025641025641,2.0
Kentucky,2022,soybeans,operating_margin,450.3581596800001,3.0,1950.0,0.5,1.0
Kentucky,2022,winter_wheat,operating_margin,569.17528173,1.0,530.0,0.1358974358974359,3.0
Kentucky,2023,corn,operating_margin,453.28664849999996,2.0,1600.0,0.39603960396039606,2.0
Kentucky,2023,soybeans,operating_margin,445.7919249,3.0,1830.0,0.452970297029703,1.0
Kentucky,2023,winter_wheat,operating_margin,506.5938996,1.0,610.0,0.15099009900990099,3.0
Kentucky,2024,corn,operating_margin,272.00000000000006,1.0,1370.0,0.3442211055276382,2.0
Kentucky,2024,soybeans,operating_margin,232.59999999999997,3.0,2050.0,0.5150753768844221,1.0
Kentucky,2024,winter_wheat,operating_margin,261.38,2.0,560.0,0.1407035175879397,3.0
Maryland,2022,corn,operating_margin,589.6266185700001,1.0,420.0,0.32432432432432434,2.0
Maryland,2022,soybeans,operating_margin,334.68162552000007,3.0,520.0,0.4015444015444015,1.0
Maryland,2022,winter_wheat,operating_margin,549.9887550299999,2.0,355.0,0.27413127413127414,3.0
Maryland,2023,corn,operating_margin,341.8541097,2.0,480.0,0.37209302325581395,1.0
Maryland,2023,soybeans,operating_margin,340.7834349,3.0,470.0,0.3643410852713178,2.0
Maryland,2023,winter_wheat,operating_margin,483.3684923999999,1.0,340.0,0.26356589147286824,3.0
Maryland,2024,corn,operating_margin,133.05,3.0,440.0,0.3492063492063492,2.0
Maryland,2024,soybeans,operating_margin,192.92000000000002,2.0,495.0,0.39285714285714285,1.0
Maryland,2024,winter_wheat,operating_margin,261.38,1.0,325.0,0.25793650793650796,3.0
Michigan,2022,corn,operating_margin,610.4638296900001,1.0,2300.0,0.4590818363273453,1.0
Michigan,2022,soybeans,operating_margin,392.5198926,3.0,2250.0,0.4491017964071856,2.0
Michigan,2022,winter_wheat,operating_margin,597.9550717799999,2.0,460.0,0.09181636726546906,3.0
Michigan,2023,corn,operating_margin,357.04945589999994,2.0,2400.0,0.47619047619047616,1.0
Michigan,2023,soybeans,operating_margin,327.65737365,3.0,2040.0,0.40476190476190477,2.0
Michigan,2023,winter_wheat,operating_margin,467.88488759999996,1.0,600.0,0.11904761904761904,3.0
Michigan,2024,corn,operating_margin,283.91,2.0,2250.0,0.4639175257731959,1.0
Michigan,2024,soybeans,operating_margin,242.51999999999998,3.0,2200.0,0.4536082474226804,2.0
Michigan,2024,winter_wheat,operating_margin,327.86,1.0,400.0,0.08247422680412371,3.0
Mississippi,2022,corn,operating_margin,589.6266185700001,1.0,580.0,0.1939799331103679,2.0
Mississippi,2022,soybeans,operating_margin,493.7368599900001,2.0,2310.0,0.7725752508361204,1.0
Mississippi,2022,winter_wheat,operating_margin,300.56390792999997,3.0,100.0,0.033444816053511704,3.0
Mississippi,2023,corn,operating_margin,422.8959561,2.0,790.0,0.255663430420712,2.0
Mississippi,2023,soybeans,operating_margin,458.91798615,1.0,2180.0,0.7055016181229773,1.0
Mississippi,2023,winter_wheat,operating_margin,227.88901319999997,3.0,120.0,0.038834951456310676,3.0
Mississippi,2024,corn,operating_margin,303.76000000000005,2.0,490.0,0.17192982456140352,2.0
Mississippi,2024,soybeans,operating_margin,311.96,1.0,2300.0,0.8070175438596491,1.0
Mississippi,2024,winter_wheat,operating_margin,122.88,3.0,60.0,0.021052631578947368,3.0
Missouri,2022,corn,operating_margin,561.84367041,1.0,3350.0,0.3323412698412698,2.0
Missouri,2022,soybeans,operating_margin,370.830542445,3.0,6100.0,0.6051587301587301,1.0
Missouri,2022,winter_wheat,operating_margin,377.31001473000003,2.0,630.0,0.0625,3.0
Missouri,2023,corn,operating_margin,281.07272489999997,3.0,3850.0,0.3763440860215054,2.0
Missouri,2023,soybeans,operating_margin,353.90949615,2.0,5600.0,0.5474095796676441,1.0
Missouri,2023,winter_wheat,operating_margin,367.2414564,1.0,780.0,0.07624633431085044,3.0
Missouri,2024,corn,operating_margin,291.84999999999997,1.0,3450.0,0.344311377245509,2.0
Missouri,2024,soybeans,operating_margin,242.51999999999998,3.0,5900.0,0.5888223552894212,1.0
Missouri,2024,winter_wheat,operating_margin,261.38,2.0,670.0,0.06686626746506986,3.0
Nebraska,2022,corn,operating_margin,589.6266185700001,1.0,9600.0,0.5878750765462339,1.0
