ranking_definition,state,decision_year,score_leader_changed,acreage_leader_changed,transition_category,prior_top_minus_other_share_change,prior_score_leaders,current_score_leaders,prior_acreage_leaders,current_acreage_leaders
relative_yield,Kentucky,2020,False,False,neither,0.013755075901,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Kentucky,2021,False,False,neither,-0.00408672948121,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Kentucky,2022,False,False,neither,0.00819397993311,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Kentucky,2023,False,False,neither,0.0226389946687,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Kentucky,2024,False,False,neither,-0.0154298721329,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Louisiana,2017,True,False,score_only,-0.0770055865922,corn,soybeans,soybeans,soybeans
relative_yield,Louisiana,2018,True,False,score_only,0.0431922064731,soybeans,winter_wheat,soybeans,soybeans
relative_yield,Maryland,2017,False,False,neither,0.0394609685386,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Maryland,2018,False,False,neither,-0.0364310055715,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Maryland,2019,False,True,acreage_only,-0.0183745881558,winter_wheat,winter_wheat,soybeans,corn
relative_yield,Maryland,2020,False,True,acreage_only,0.0157686414709,winter_wheat,winter_wheat,corn,soybeans
relative_yield,Maryland,2021,False,False,neither,-0.00685736677116,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Maryland,2022,False,False,neither,0.014645187059,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Maryland,2023,False,True,acreage_only,-0.0158480739876,winter_wheat,winter_wheat,soybeans,corn
relative_yield,Maryland,2024,False,True,acreage_only,-0.00844407530454,winter_wheat,winter_wheat,corn,soybeans
relative_yield,Michigan,2017,False,True,acreage_only,-0.0364055353859,winter_wheat,winter_wheat,corn,soybeans
relative_yield,Michigan,2018,False,True,acreage_only,0.00599388307534,winter_wheat,winter_wheat,soybeans,corn;soybeans
relative_yield,Michigan,2019,False,True,acreage_only,0.0417088552994,winter_wheat,winter_wheat,corn;soybeans,corn
relative_yield,Michigan,2020,False,False,neither,-0.0455819798917,winter_wheat,winter_wheat,corn,corn
relative_yield,Michigan,2021,False,False,neither,0.0332273320287,winter_wheat,winter_wheat,corn,corn
relative_yield,Michigan,2022,False,False,neither,-0.0413361144638,winter_wheat,winter_wheat,corn,corn
relative_yield,Michigan,2023,False,False,neither,0.0408468776732,winter_wheat,winter_wheat,corn,corn
relative_yield,Michigan,2024,False,False,neither,-0.0548600883652,winter_wheat,winter_wheat,corn,corn
relative_yield,Minnesota,2017,False,True,acreage_only,-0.0467326962251,corn,corn,corn,soybeans
relative_yield,Minnesota,2018,True,True,both,0.00933806657583,corn,winter_wheat,soybeans,corn
relative_yield,Mississippi,2017,True,False,score_only,-0.110923937054,corn,winter_wheat,soybeans,soybeans
relative_yield,Mississippi,2018,True,False,score_only,0.00533634391522,winter_wheat,soybeans,soybeans,soybeans
relative_yield,Mississippi,2019,False,False,neither,-0.156910796004,soybeans,soybeans,soybeans,soybeans
relative_yield,Mississippi,2020,False,False,neither,0.134645877378,soybeans,soybeans,soybeans,soybeans
relative_yield,Mississippi,2021,True,False,score_only,-0.0939039408867,soybeans,winter_wheat,soybeans,soybeans
relative_yield,Mississippi,2022,False,False,neither,0.00336919452362,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Mississippi,2023,True,False,score_only,0.0080852031042,winter_wheat,soybeans,soybeans,soybeans
relative_yield,Mississippi,2024,False,False,neither,0.152273888605,soybeans,soybeans,soybeans,soybeans
relative_yield,Missouri,2017,False,False,neither,-0.00802865239485,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2018,False,False,neither,0.0139138147067,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2019,False,False,neither,-0.0167895718197,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2020,False,False,neither,-0.0196007070812,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2021,False,False,neither,0.0229598449593,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2022,False,False,neither,-0.00282947686117,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2023,False,False,neither,0.0206195014663,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Missouri,2024,False,False,neither,-0.0140701002687,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Nebraska,2017,False,False,neither,0.047266433875,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2018,False,False,neither,-0.000955421130265,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2019,False,False,neither,-0.0639674746156,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2020,False,False,neither,0.021153618563,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2021,False,False,neither,0.0330436472056,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2022,False,False,neither,0.0165977595169,soybeans,soybeans,corn,corn
relative_yield,Nebraska,2023,True,False,score_only,-0.0459277403552,soybeans,corn,corn,corn
relative_yield,Nebraska,2024,True,False,score_only,0.00805631555588,corn,soybeans,corn,corn
relative_yield,New Jersey,2017,False,False,neither,-0.0104268292683,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2018,False,False,neither,-0.0340384615385,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2019,False,False,neither,0.0107531212243,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2020,False,False,neither,0.0392275513694,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2021,False,False,neither,-0.0168004200105,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2022,False,False,neither,0.0195346795435,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New Jersey,2023,False,False,neither,0.0540158371041,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,New York,2017,False,False,neither,0.0328071379547,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2018,False,False,neither,-0.0417933130699,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2019,False,False,neither,-0.00677110993096,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2020,False,False,neither,0.0501299250289,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2021,False,False,neither,0.00145911207292,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2022,False,False,neither,-0.0119607843137,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2023,False,False,neither,0.0061038961039,winter_wheat,winter_wheat,corn,corn
relative_yield,New York,2024,False,False,neither,-0.013317010858,winter_wheat,winter_wheat,corn,corn
relative_yield,North Carolina,2017,False,False,neither,0.0194671264173,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2018,False,False,neither,0.00643734750784,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2019,False,False,neither,-0.0742215020431,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2020,False,False,neither,0.0677841545353,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2021,False,False,neither,-0.00145123839009,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2022,False,False,neither,0.0194117647059,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2023,False,False,neither,-0.00547231270358,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Carolina,2024,False,False,neither,-0.0246300763749,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2017,False,False,neither,-0.052963914114,corn,corn,soybeans,soybeans
relative_yield,North Dakota,2018,True,False,score_only,-0.0182130473732,corn,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2019,False,False,neither,0.00130116051702,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2020,False,False,neither,-0.00612939026809,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2021,False,False,neither,0.0040487613162,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2022,False,False,neither,0.00618902085921,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2023,False,False,neither,0.00435530626969,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,North Dakota,2024,False,False,neither,-0.0047806236193,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2017,False,False,neither,-0.0151244515683,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2018,False,False,neither,2.77555756156e-17,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2019,False,False,neither,0.0169267021837,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2020,False,False,neither,-0.0106443434167,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2021,False,False,neither,0.00830564784053,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2022,False,False,neither,-0.0114398545728,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2023,False,False,neither,0.023427672956,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Ohio,2024,False,False,neither,-0.0213768115942,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Oklahoma,2017,True,False,score_only,-0.0482684699242,winter_wheat,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2018,False,False,neither,-0.00564822124322,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2019,False,False,neither,0.0205087750234,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2020,False,False,neither,-0.00577965844504,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2021,False,False,neither,-0.00858408109248,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2022,False,False,neither,0.00519404864423,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2023,False,False,neither,0.00727462303497,corn,corn,winter_wheat,winter_wheat
relative_yield,Oklahoma,2024,True,False,score_only,0.0189051209551,corn,winter_wheat,winter_wheat,winter_wheat
relative_yield,Pennsylvania,2017,False,False,neither,0.0150243040212,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2018,False,False,neither,-0.0112940134347,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2019,False,False,neither,-0.0138672768879,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2020,False,False,neither,0.0284210526316,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2021,False,False,neither,0.0356698564593,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2022,False,False,neither,0.0301948051948,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2023,False,False,neither,0.00793650793651,winter_wheat,winter_wheat,corn,corn
relative_yield,Pennsylvania,2024,False,False,neither,-0.0265700483092,winter_wheat,winter_wheat,corn,corn
relative_yield,South Carolina,2017,False,False,neither,0.0554511278195,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,South Carolina,2018,False,False,neither,-0.0125661375661,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,South Carolina,2019,False,True,acreage_only,-0.0143901863647,winter_wheat,winter_wheat,soybeans,corn
relative_yield,South Carolina,2020,False,False,neither,0.0699457419203,winter_wheat,winter_wheat,corn,corn
relative_yield,South Carolina,2021,False,False,neither,0.000100644122383,winter_wheat,winter_wheat,corn,corn
relative_yield,South Carolina,2022,False,True,acreage_only,0.0092134036532,winter_wheat,winter_wheat,corn,soybeans
relative_yield,South Carolina,2023,False,False,neither,-0.0233625790655,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,South Carolina,2024,False,False,neither,-0.0396551724138,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,South Dakota,2017,True,False,score_only,-0.0364085602159,winter_wheat,soybeans,corn,corn
relative_yield,South Dakota,2018,True,True,both,0.0281672976843,soybeans,winter_wheat,corn,soybeans
relative_yield,South Dakota,2019,False,True,acreage_only,0.0424180196055,winter_wheat,winter_wheat,soybeans,corn
relative_yield,South Dakota,2020,False,True,acreage_only,-0.0579338699924,winter_wheat,winter_wheat,corn,soybeans
relative_yield,South Dakota,2021,True,True,both,0.0066024378232,winter_wheat,soybeans,soybeans,corn
relative_yield,South Dakota,2022,True,False,score_only,-0.00430844012373,soybeans,winter_wheat,corn,corn
relative_yield,South Dakota,2023,False,False,neither,0.00542052125956,winter_wheat,winter_wheat,corn,corn
relative_yield,South Dakota,2024,False,False,neither,-0.00636188136188,winter_wheat,winter_wheat,corn,corn
relative_yield,Tennessee,2017,False,False,neither,-0.00657273585591,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2018,False,False,neither,0.00461876277732,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2019,False,False,neither,-0.0436370935367,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2020,False,False,neither,0.00165178271671,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2021,False,False,neither,0.0418778532658,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2022,False,False,neither,0.0107825661459,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2023,False,False,neither,0.0214165009369,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Tennessee,2024,False,False,neither,-0.0376675449651,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Texas,2017,False,False,neither,-0.0400469857678,corn,corn,winter_wheat,winter_wheat
relative_yield,Texas,2018,True,False,score_only,-0.0193206521739,corn,winter_wheat,winter_wheat,winter_wheat
relative_yield,Texas,2019,True,False,score_only,-0.0208153963029,winter_wheat,corn,winter_wheat,winter_wheat
relative_yield,Texas,2020,False,False,neither,-0.0580475338419,corn,corn,winter_wheat,winter_wheat
relative_yield,Texas,2021,True,False,score_only,-0.0486438052156,corn,soybeans,winter_wheat,winter_wheat
relative_yield,Texas,2022,True,False,score_only,0.00930910551252,soybeans,winter_wheat,winter_wheat,winter_wheat
relative_yield,Texas,2023,False,False,neither,0.0183470198386,winter_wheat,winter_wheat,winter_wheat,winter_wheat
relative_yield,Texas,2024,True,False,score_only,0.000804217674917,winter_wheat,soybeans,winter_wheat,winter_wheat
relative_yield,Virginia,2017,False,False,neither,0,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2018,False,False,neither,0.0218993991815,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2019,False,False,neither,-0.0530550888673,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2020,False,False,neither,0.035142118863,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2021,False,False,neither,-0.0123689727463,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2022,False,False,neither,0.0374557783019,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2023,False,False,neither,-0.0342371323529,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,Virginia,2024,False,False,neither,-0.0508678881389,winter_wheat,winter_wheat,soybeans,soybeans
relative_yield,West Virginia,2017,False,False,neither,0.0146704464918,winter_wheat,winter_wheat,corn,corn
relative_yield,West Virginia,2018,True,False,score_only,-0.0115468409586,winter_wheat,soybeans,corn,corn
relative_yield,Wisconsin,2017,False,False,neither,-0.014170957042,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2018,False,False,neither,0.00646284556697,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2019,False,False,neither,-0.00586849626475,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2020,False,False,neither,-0.0117621252327,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2021,False,False,neither,0.0289234044835,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2022,False,False,neither,0.00267959961024,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2023,False,False,neither,-0.00502701745062,winter_wheat,winter_wheat,corn,corn
relative_yield,Wisconsin,2024,False,False,neither,-0.00125081388575,winter_wheat,winter_wheat,corn,corn
standardized_revenue,Alabama,2017,False,False,neither,-0.00510204081633,corn,corn,soybeans,soybeans
standardized_revenue,Alabama,2018,False,False,neither,0.00980392156863,corn,corn,soybeans,soybeans
standardized_revenue,Alabama,2019,False,True,acreage_only,0.16152474976,corn,corn,soybeans,corn
standardized_revenue,Alabama,2020,False,False,neither,-0.00689914112733,corn,corn,corn,corn
standardized_revenue,Alabama,2021,False,False,neither,-0.0305009587728,corn,corn,corn,corn
standardized_revenue,Alabama,2022,False,True,acreage_only,-0.0982142857143,corn,corn,corn,soybeans
standardized_revenue,Alabama,2023,False,False,neither,0.023607748184,corn,corn,soybeans,soybeans
standardized_revenue,Alabama,2024,False,False,neither,-0.012024736601,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2017,False,False,neither,-0.0652766639936,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2018,False,False,neither,0.0267901286295,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2019,False,False,neither,0.0866122353443,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2020,False,False,neither,-0.0677812414807,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2021,False,False,neither,0.0515613838147,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2022,False,False,neither,-0.0518515221649,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2023,False,False,neither,0.0549153212758,corn,corn,soybeans,soybeans
standardized_revenue,Arkansas,2024,False,False,neither,-0.110235061041,corn,corn,soybeans,soybeans
standardized_revenue,Delaware,2017,False,False,neither,0.0209727800089,corn,corn,corn,corn
standardized_revenue,Delaware,2018,False,True,acreage_only,-0.0361445783133,corn,corn,corn,corn;soybeans
standardized_revenue,Delaware,2019,False,True,acreage_only,0.0792921686747,corn,corn,corn;soybeans,corn
standardized_revenue,Delaware,2020,False,False,neither,-0.0270833333333,corn,corn,corn,corn
standardized_revenue,Delaware,2021,False,False,neither,0.00641025641026,corn,corn,corn,corn
standardized_revenue,Delaware,2022,False,True,acreage_only,-0.0730769230769,corn,corn,corn,corn;soybeans
standardized_revenue,Delaware,2023,False,True,acreage_only,0.0481481481481,corn,corn,corn;soybeans,corn
standardized_revenue,Delaware,2024,False,False,neither,-0.0135327635328,corn,corn,corn,corn
standardized_revenue,Florida,2017,False,False,neither,0.12047163363,corn,corn,corn,corn
standardized_revenue,Florida,2018,False,False,neither,0.105092276145,corn,corn,corn,corn
standardized_revenue,Georgia,2017,False,False,neither,-0.0045211473019,corn,corn,corn,corn
standardized_revenue,Georgia,2018,False,False,neither,0.0086036758357,corn,corn,corn,corn
standardized_revenue,Georgia,2019,False,False,neither,0.190992710864,corn,corn,corn,corn
standardized_revenue,Georgia,2020,False,False,neither,-0.0312807075008,corn,corn,corn,corn
standardized_revenue,Georgia,2021,False,False,neither,-0.0301810865191,corn,corn,corn,corn
standardized_revenue,Georgia,2022,False,False,neither,-0.0590659340659,corn,corn,corn,corn
standardized_revenue,Georgia,2023,False,False,neither,0.0679945054945,corn,corn,corn,corn
standardized_revenue,Georgia,2024,False,False,neither,-0.0508540372671,corn,corn,corn,corn
standardized_revenue,Illinois,2017,False,False,neither,-0.0297150791312,corn,corn,corn,corn
standardized_revenue,Illinois,2018,False,False,neither,-0.0167560858424,corn,corn,corn,corn
standardized_revenue,Illinois,2019,False,False,neither,0.00983835477319,corn,corn,corn,corn
standardized_revenue,Illinois,2020,False,False,neither,0.0181011870787,corn,corn,corn,corn
standardized_revenue,Illinois,2021,False,False,neither,-0.0236396348662,corn,corn,corn,corn
standardized_revenue,Illinois,2022,False,True,acreage_only,-0.0128171622024,corn,corn,corn,corn;soybeans
standardized_revenue,Illinois,2023,False,True,acreage_only,0.0222450833287,corn,corn,corn;soybeans,corn
standardized_revenue,Illinois,2024,False,True,acreage_only,-0.0261507957345,corn,corn,corn,corn;soybeans
standardized_revenue,Indiana,2017,False,False,neither,-0.032981353409,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2018,False,False,neither,-0.00119277734303,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2019,False,False,neither,0.00776036662163,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2020,False,False,neither,0.00844874388015,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2021,False,False,neither,0.00372655090844,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2022,False,False,neither,-0.0197541703248,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2023,False,False,neither,0.0285511984719,corn,corn,soybeans,soybeans
standardized_revenue,Indiana,2024,False,False,neither,-0.0302919874277,corn,corn,soybeans,soybeans
standardized_revenue,Iowa,2017,False,False,neither,-0.0344390914818,corn,corn,corn,corn
standardized_revenue,Iowa,2018,False,False,neither,-0.00277551854312,corn,corn,corn,corn
standardized_revenue,Kansas,2017,False,False,neither,0.0186270324809,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2018,False,False,neither,0.00464911609398,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2019,False,False,neither,0.0751520450641,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2020,False,False,neither,-0.00899881282153,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2021,False,False,neither,-0.0438655462185,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2022,False,False,neither,-0.0168067226891,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2023,False,False,neither,0.00964225952963,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kansas,2024,False,False,neither,0.0409238160596,corn,corn,winter_wheat,winter_wheat
standardized_revenue,Kentucky,2017,False,False,neither,-0.0641052631579,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2018,False,False,neither,0.00234300791557,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2019,False,False,neither,0.096341628203,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2020,False,False,neither,-0.0509666204528,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2021,False,False,neither,0.0189111403444,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2022,False,False,neither,-0.0484753098564,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2023,False,False,neither,0.0479055597867,corn,corn,soybeans,soybeans
standardized_revenue,Kentucky,2024,False,False,neither,-0.0777277476491,corn,corn,soybeans,soybeans
standardized_revenue,Louisiana,2017,False,False,neither,-0.0770055865922,corn,corn,soybeans,soybeans
standardized_revenue,Louisiana,2018,False,False,neither,-0.0388291241516,corn,corn,soybeans,soybeans
standardized_revenue,Maryland,2017,False,False,neither,0.00306023837646,corn,corn,soybeans,soybeans
standardized_revenue,Maryland,2018,False,False,neither,-0.0104668145183,corn,corn,soybeans,soybeans
standardized_revenue,Maryland,2019,False,True,acreage_only,0.0655149108727,corn,corn,soybeans,corn
standardized_revenue,Maryland,2020,False,True,acreage_only,-0.0275791624106,corn,corn,corn,soybeans
standardized_revenue,Maryland,2021,False,False,neither,-0.00522466039707,corn,corn,soybeans,soybeans
standardized_revenue,Maryland,2022,False,False,neither,-0.053743398571,corn,corn,soybeans,soybeans
standardized_revenue,Maryland,2023,False,True,acreage_only,0.0716530483972,corn,corn,soybeans,corn
standardized_revenue,Maryland,2024,False,True,acreage_only,-0.0343300110742,corn,corn,corn,soybeans
standardized_revenue,Michigan,2017,False,True,acreage_only,-0.0350087227121,corn,corn,corn,soybeans
standardized_revenue,Michigan,2018,False,True,acreage_only,0.0014940764264,corn,corn,soybeans,corn;soybeans
standardized_revenue,Michigan,2019,False,True,acreage_only,0.0209089134176,corn,corn,corn;soybeans,corn
standardized_revenue,Michigan,2020,False,False,neither,0.00334907745001,corn,corn,corn,corn
standardized_revenue,Michigan,2021,False,False,neither,-0.00958088714938,corn,corn,corn,corn
standardized_revenue,Michigan,2022,False,False,neither,-0.00120112026436,corn,corn,corn,corn
standardized_revenue,Michigan,2023,False,False,neither,0.0256629597947,corn,corn,corn,corn
standardized_revenue,Michigan,2024,False,False,neither,-0.0184094256259,corn,corn,corn,corn
standardized_revenue,Minnesota,2017,False,True,acreage_only,-0.0467326962251,corn,corn,corn,soybeans
standardized_revenue,Minnesota,2018,False,True,acreage_only,0.00933806657583,corn,corn,soybeans,corn
standardized_revenue,Mississippi,2017,False,False,neither,-0.110923937054,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2018,False,False,neither,-0.0227237670781,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2019,False,False,neither,0.158206821145,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2020,False,False,neither,-0.12883192389,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2021,False,False,neither,0.0698331840573,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2022,False,False,neither,-0.0686360116645,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2023,False,False,neither,0.0925252459655,corn,corn,soybeans,soybeans
standardized_revenue,Mississippi,2024,False,False,neither,-0.125600408789,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2017,False,False,neither,-0.0402943184633,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2018,False,False,neither,0.00980663517829,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2019,False,False,neither,0.0220557356671,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2020,False,False,neither,-0.0132317770615,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2021,False,False,neither,0.0141184530496,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2022,False,False,neither,-0.0447476525822,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2023,False,False,neither,0.0660042242704,corn,corn,soybeans,soybeans
standardized_revenue,Missouri,2024,False,False,neither,-0.048049063164,corn,corn,soybeans,soybeans
standardized_revenue,Nebraska,2017,False,False,neither,-0.0247409367869,corn,corn,corn,corn
standardized_revenue,Nebraska,2018,False,False,neither,0.00297242129416,corn,corn,corn,corn
standardized_revenue,Nebraska,2019,False,False,neither,0.0647016862203,corn,corn,corn,corn
standardized_revenue,Nebraska,2020,False,False,neither,-0.00410015995969,corn,corn,corn,corn
standardized_revenue,Nebraska,2021,False,False,neither,-0.0342654102807,corn,corn,corn,corn
standardized_revenue,Nebraska,2022,False,False,neither,-0.0225722816484,corn,corn,corn,corn
standardized_revenue,Nebraska,2023,False,False,neither,0.0321494182486,corn,corn,corn,corn
standardized_revenue,Nebraska,2024,False,False,neither,0.00805631555588,corn,corn,corn,corn
standardized_revenue,New Jersey,2017,False,False,neither,-0.00786585365854,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2018,False,False,neither,-0.0236538461538,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2019,False,False,neither,0.0508658880387,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2020,False,False,neither,-0.00169696650793,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2021,False,False,neither,-0.0209255231381,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2022,False,False,neither,-0.0820895522388,corn,corn,soybeans,soybeans
standardized_revenue,New Jersey,2023,False,False,neither,0.0336538461538,corn,corn,soybeans,soybeans
standardized_revenue,New York,2017,False,False,neither,-0.000686341798216,corn,corn,corn,corn
standardized_revenue,New York,2018,False,False,neither,0.00759878419453,corn,corn,corn,corn
standardized_revenue,New York,2019,False,False,neither,0.0661178969729,corn,corn,corn,corn
standardized_revenue,New York,2020,False,False,neither,-0.104101652348,corn,corn,corn,corn
standardized_revenue,New York,2021,False,False,neither,-0.00403305134763,corn,corn,corn,corn
