state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,acreage_rank,observed_acreage_share,score_top,acreage_top,decision_year,lag_year,prior_score,prior_score_rank,prior_acreage_share,prior_acreage_rank,prior_score_top,prior_acreage_top,acreage_share_change,score_rank_change,acreage_rank_change,timing_status
Ohio,2019,winter_wheat,operating_margin,156.57606629,3,500,3,0.0657894736842,False,False,2019,2018,327.28445775,3,0.0545050055617,3,False,False,0.0112844681225,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2020,corn,operating_margin,361.02946119,2,3550,2,0.393133997785,False,False,2020,2019,354.26853397,1,0.368421052632,2,True,False,0.0247129451536,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2020,soybeans,operating_margin,427.66725545,1,4950,1,0.548172757475,True,True,2020,2019,287.33628402,2,0.565789473684,1,False,True,-0.0176167162091,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2020,winter_wheat,operating_margin,247.72824243,3,530,3,0.0586932447398,False,False,2020,2019,156.57606629,3,0.0657894736842,3,False,False,-0.00709622894445,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2021,corn,operating_margin,723.74150254,1,3550,2,0.393133997785,True,False,2021,2020,361.02946119,2,0.393133997785,2,False,False,0,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2021,soybeans,operating_margin,559.23901124,2,4900,1,0.542635658915,False,True,2021,2020,427.66725545,1,0.548172757475,1,True,True,-0.00553709856035,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2021,winter_wheat,operating_margin,497.70975429,3,580,3,0.0642303433001,False,False,2021,2020,247.72824243,3,0.0586932447398,3,False,False,0.00553709856035,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2022,corn,operating_margin,742.43283345,1,3400,2,0.377358490566,True,False,2022,2021,723.74150254,1,0.393133997785,2,True,False,-0.0157755072191,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2022,soybeans,operating_margin,515.426210145,3,5100,1,0.566037735849,False,True,2022,2021,559.23901124,2,0.542635658915,1,False,True,0.0234020769343,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2022,winter_wheat,operating_margin,559.58201838,2,510,3,0.0566037735849,False,False,2022,2021,497.70975429,3,0.0642303433001,3,False,False,-0.00762656971521,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2023,corn,operating_margin,509.0029179,2,3600,2,0.4,False,False,2023,2022,742.43283345,1,0.377358490566,2,True,False,0.022641509434,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2023,soybeans,operating_margin,485.17010865,3,4750,1,0.527777777778,False,True,2023,2022,515.426210145,3,0.566037735849,1,False,True,-0.0382599580713,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2023,winter_wheat,operating_margin,522.0775044,1,650,3,0.0722222222222,True,False,2023,2022,559.58201838,2,0.0566037735849,3,False,False,0.0156184486373,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2024,corn,operating_margin,268.03,2,3400,2,0.379041248606,False,False,2024,2023,509.0029179,2,0.4,2,False,False,-0.0209587513935,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2024,soybeans,operating_margin,252.44,3,5050,1,0.562987736901,False,True,2024,2023,485.17010865,3,0.527777777778,1,False,True,0.035209959123,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Ohio,2024,winter_wheat,operating_margin,316.78,1,520,3,0.0579710144928,True,False,2024,2023,522.0775044,1,0.0722222222222,3,True,False,-0.0142512077295,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2017,corn,operating_margin,106.52539112,2,350,3,0.063578564941,False,False,2017,2016,75.20466492,2,0.0679694137638,3,False,False,-0.00439084882284,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2017,soybeans,operating_margin,142.10210752,1,655,2,0.118982742961,True,False,2017,2016,149.03698194,1,0.0824129141886,2,True,False,0.0365698287723,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2017,winter_wheat,operating_margin,51.58623878,3,4500,1,0.817438692098,False,True,2017,2016,58.12220106,3,0.849617672048,1,False,True,-0.0321789799495,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2018,corn,operating_margin,156.84019875,1,320,3,0.0598130841121,True,False,2018,2017,106.52539112,2,0.063578564941,3,False,False,-0.00376548082881,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2018,soybeans,operating_margin,88.8698665,2,630,2,0.117757009346,False,False,2018,2017,142.10210752,1,0.118982742961,2,True,False,-0.00122573361515,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2018,winter_wheat,operating_margin,21.386732,3,4400,1,0.822429906542,False,True,2018,2017,51.58623878,3,0.817438692098,1,False,True,0.00499121444396,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2019,corn,operating_margin,227.38560148,1,370,3,0.0734856007944,True,False,2019,2018,156.84019875,1,0.0598130841121,3,True,False,0.0136725166823,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2019,soybeans,operating_margin,76.04877822,2,465,2,0.0923535253227,False,False,2019,2018,88.8698665,2,0.117757009346,2,False,False,-0.0254034840231,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2019,winter_wheat,operating_margin,65.48440293,3,4200,1,0.834160873883,False,True,2019,2018,21.386732,3,0.822429906542,1,False,True,0.0117309673408,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2020,corn,operating_margin,203.51313267,1,360,3,0.0696324951644,True,False,2020,2019,227.38560148,1,0.0734856007944,3,True,False,-0.00385310563003,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2020,soybeans,operating_margin,134.6573107,2,560,2,0.1083172147,False,False,2020,2019,76.04877822,2,0.0923535253227,2,False,False,0.0159636893775,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2020,winter_wheat,operating_margin,74.51603476,3,4250,1,0.822050290135,False,True,2020,2019,65.48440293,3,0.834160873883,1,False,True,-0.0121105837474,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2021,corn,operating_margin,471.36157201,1,340,3,0.0639097744361,True,False,2021,2020,203.51313267,1,0.0696324951644,3,True,False,-0.00572272072832,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2021,soybeans,operating_margin,94.63813275,3,580,2,0.109022556391,False,False,2021,2020,134.6573107,2,0.1083172147,2,False,False,0.000705341690784,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2021,winter_wheat,operating_margin,142.51866083,2,4400,1,0.827067669173,False,True,2021,2020,74.51603476,3,0.822050290135,1,False,True,0.00501737903754,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2022,corn,operating_margin,290.95992585,1,350,3,0.0673724735322,True,False,2022,2021,471.36157201,1,0.0639097744361,3,True,False,0.00346269909615,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2022,soybeans,operating_margin,-41.2671105,3,545,2,0.104908565929,False,False,2022,2021,94.63813275,3,0.109022556391,2,False,False,-0.0041139904622,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2022,winter_wheat,operating_margin,70.32558753,2,4300,1,0.827718960539,False,True,2022,2021,142.51866083,2,0.827067669173,1,False,True,0.000651291366047,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2023,corn,operating_margin,260.8122633,1,390,3,0.0722222222222,True,False,2023,2022,290.95992585,1,0.0673724735322,3,True,False,0.00484974868998,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2023,soybeans,operating_margin,65.13614865,2,460,2,0.0851851851852,False,False,2023,2022,-41.2671105,3,0.104908565929,2,False,False,-0.0197233807436,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2023,winter_wheat,operating_margin,42.0857556,3,4550,1,0.842592592593,False,True,2023,2022,70.32558753,2,0.827718960539,1,False,True,0.0148736320536,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2024,corn,operating_margin,-45.6,3,450,3,0.0848256361923,False,False,2024,2023,260.8122633,1,0.0722222222222,3,True,False,0.01260341397,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2024,soybeans,operating_margin,-45.16,2,505,2,0.0951932139491,False,False,2024,2023,65.13614865,2,0.0851851851852,2,False,False,0.0100080287639,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Oklahoma,2024,winter_wheat,operating_margin,56.4,1,4350,1,0.819981149859,True,True,2024,2023,42.0857556,3,0.842592592593,1,False,True,-0.022611442734,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2017,corn,operating_margin,252.09558862,3,1350,1,0.622119815668,False,True,2017,2016,109.60485228,3,0.639269406393,1,False,True,-0.0171495907245,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2017,soybeans,operating_margin,367.74551168,1,610,2,0.281105990783,True,False,2017,2016,334.49999814,1,0.27397260274,2,True,False,0.00713338804368,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2017,winter_wheat,operating_margin,285.01044998,2,210,3,0.0967741935484,False,False,2017,2016,207.08076312,2,0.0867579908676,3,False,False,0.0100162026808,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2018,corn,operating_margin,182.47429575,3,1350,1,0.617848970252,False,True,2018,2017,252.09558862,3,0.622119815668,1,False,True,-0.00427084541649,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2018,soybeans,operating_margin,250.20727525,2,640,2,0.29290617849,False,False,2018,2017,367.74551168,1,0.281105990783,2,True,False,0.0118001877063,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2018,winter_wheat,operating_margin,262.19983525,1,195,3,0.0892448512586,True,False,2018,2017,285.01044998,2,0.0967741935484,3,False,False,-0.00752934228981,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2019,corn,operating_margin,302.5754874,1,1450,1,0.644444444444,True,True,2019,2018,182.47429575,3,0.617848970252,1,False,True,0.0265954741927,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2019,soybeans,operating_margin,287.33628402,2,620,2,0.275555555556,False,False,2019,2018,250.20727525,2,0.29290617849,2,False,False,-0.0173506229341,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2019,winter_wheat,operating_margin,253.36095861,3,180,3,0.08,False,False,2019,2018,262.19983525,1,0.0892448512586,3,True,False,-0.00924485125858,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2020,corn,operating_margin,216.63949338,3,1500,1,0.631578947368,False,True,2020,2019,302.5754874,1,0.644444444444,1,True,True,-0.012865497076,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2020,soybeans,operating_margin,322.18367534,1,640,2,0.269473684211,True,False,2020,2019,287.33628402,2,0.275555555556,2,False,False,-0.00608187134503,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2020,winter_wheat,operating_margin,247.72824243,2,235,3,0.0989473684211,False,False,2020,2019,253.36095861,3,0.08,3,False,False,0.0189473684211,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2021,corn,operating_margin,582.8782855,1,1330,1,0.604545454545,True,True,2021,2020,216.63949338,3,0.631578947368,1,False,True,-0.027033492823,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2021,soybeans,operating_margin,510.69862095,2,600,2,0.272727272727,False,False,2021,2020,322.18367534,1,0.269473684211,2,True,False,0.00325358851675,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2021,winter_wheat,operating_margin,435.93739021,3,270,3,0.122727272727,False,False,2021,2020,247.72824243,2,0.0989473684211,3,False,False,0.0237799043062,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2022,corn,operating_margin,415.98319257,2,1020,1,0.539682539683,False,True,2022,2021,582.8782855,1,0.604545454545,1,True,True,-0.0648629148629,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2022,soybeans,operating_margin,334.68162552,3,600,2,0.31746031746,False,False,2022,2021,510.69862095,2,0.272727272727,2,False,False,0.044733044733,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2022,winter_wheat,operating_margin,502.02243828,1,270,3,0.142857142857,True,False,2022,2021,435.93739021,3,0.122727272727,3,False,False,0.0201298701299,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2023,corn,operating_margin,301.3331865,3,1040,1,0.550264550265,False,True,2023,2022,415.98319257,2,0.539682539683,1,False,True,0.010582010582,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2023,soybeans,operating_margin,340.7834349,2,570,2,0.301587301587,False,False,2023,2022,334.68162552,3,0.31746031746,2,False,False,-0.015873015873,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2023,winter_wheat,operating_margin,413.6922708,1,280,3,0.148148148148,True,False,2023,2022,502.02243828,1,0.142857142857,3,True,False,0.00529100529101,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2024,corn,operating_margin,113.2,3,990,1,0.538043478261,False,True,2024,2023,301.3331865,3,0.550264550265,1,False,True,-0.0122210720037,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2024,soybeans,operating_margin,202.84,2,610,2,0.33152173913,False,False,2024,2023,340.7834349,2,0.301587301587,2,False,False,0.0299344375431,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Pennsylvania,2024,winter_wheat,operating_margin,261.38,1,240,3,0.130434782609,True,False,2024,2023,413.6922708,1,0.148148148148,3,True,False,-0.0177133655395,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2017,corn,operating_margin,148.11687612,2,350,2,0.416666666667,False,False,2017,2016,101.00480544,2,0.438596491228,2,False,False,-0.0219298245614,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2017,soybeans,operating_margin,248.98582528,1,400,1,0.47619047619,True,True,2017,2016,173.7653841,1,0.491228070175,1,True,True,-0.015037593985,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2017,winter_wheat,operating_margin,143.72737478,3,90,3,0.107142857143,False,False,2017,2016,78.66820962,3,0.0701754385965,3,False,False,0.0369674185464,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2018,corn,operating_margin,126.93375225,2,340,2,0.41975308642,False,False,2018,2017,148.11687612,2,0.416666666667,2,False,False,0.00308641975309,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2018,soybeans,operating_margin,83.491952875,3,390,1,0.481481481481,False,True,2018,2017,248.98582528,1,0.47619047619,1,True,True,0.00529100529101,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2018,winter_wheat,operating_margin,190.6067505,1,80,3,0.0987654320988,True,False,2018,2017,143.72737478,3,0.107142857143,3,False,False,-0.00837742504409,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2019,corn,operating_margin,81.70519751,2,380,1,0.484076433121,False,True,2019,2018,126.93375225,2,0.41975308642,2,False,False,0.0643233467013,0,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2019,soybeans,operating_margin,44.35565235,3,335,2,0.426751592357,False,False,2019,2018,83.491952875,3,0.481481481481,1,False,True,-0.0547298891248,0,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2019,winter_wheat,operating_margin,111.03023461,1,70,3,0.0891719745223,True,False,2019,2018,190.6067505,1,0.0987654320988,3,True,False,-0.00959345757647,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2020,corn,operating_margin,190.38677196,2,390,1,0.481481481481,False,True,2020,2019,81.70519751,2,0.484076433121,1,False,True,-0.00259495163954,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2020,soybeans,operating_margin,193.25929965,1,310,2,0.382716049383,True,False,2020,2019,44.35565235,3,0.426751592357,2,False,False,-0.044035542974,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2020,winter_wheat,operating_margin,135.97843103,3,110,3,0.135802469136,False,False,2020,2019,111.03023461,1,0.0891719745223,3,True,False,0.0466304946135,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2021,corn,operating_margin,406.7992642,1,400,1,0.434782608696,True,True,2021,2020,190.38677196,2,0.481481481481,1,False,True,-0.0466988727858,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2021,soybeans,operating_margin,302.66837685,2,395,2,0.429347826087,False,False,2021,2020,193.25929965,1,0.382716049383,2,True,False,0.0466317767042,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2021,winter_wheat,operating_margin,250.62029797,3,125,3,0.135869565217,False,False,2021,2020,135.97843103,3,0.135802469136,3,False,False,6.70960815888e-05,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2022,corn,operating_margin,290.95992585,2,320,2,0.378698224852,False,False,2022,2021,406.7992642,1,0.434782608696,1,True,True,-0.0560843838436,1,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2022,soybeans,operating_margin,247.9242249,3,405,1,0.479289940828,False,True,2022,2021,302.66837685,2,0.429347826087,2,False,False,0.0499421147414,1,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2022,winter_wheat,operating_margin,348.53022468,1,120,3,0.14201183432,True,False,2022,2021,250.62029797,3,0.135869565217,3,False,False,0.00614226910214,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2023,corn,operating_margin,265.8773787,2,365,2,0.419540229885,False,False,2023,2022,290.95992585,2,0.378698224852,2,False,False,0.040842005033,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2023,soybeans,operating_margin,235.7749449,3,395,1,0.454022988506,False,True,2023,2022,247.9242249,3,0.479289940828,1,False,True,-0.0252669523227,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2023,winter_wheat,operating_margin,274.3398276,1,110,3,0.126436781609,True,False,2023,2022,348.53022468,1,0.14201183432,3,True,False,-0.0155750527103,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2024,corn,operating_margin,-33.69,3,330,2,0.4125,False,False,2024,2023,265.8773787,2,0.419540229885,2,False,False,-0.00704022988506,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2024,soybeans,operating_margin,93.72,2,390,1,0.4875,False,True,2024,2023,235.7749449,3,0.454022988506,1,False,True,0.0334770114943,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Carolina,2024,winter_wheat,operating_margin,145.04,1,80,3,0.1,True,False,2024,2023,274.3398276,1,0.126436781609,3,True,False,-0.0264367816092,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2017,corn,operating_margin,185.54921262,2,5700,1,0.464926590538,False,True,2017,2016,247.20560172,2,0.467445742905,1,False,True,-0.00251915236651,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2017,soybeans,operating_margin,308.36566848,1,5650,2,0.460848287113,True,False,2017,2016,402.50310408,1,0.434056761269,2,True,False,0.0267915258438,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2017,winter_wheat,operating_margin,88.44269318,3,910,3,0.0742251223491,False,False,2017,2016,155.71574172,3,0.0984974958264,3,False,False,-0.0242723734773,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2018,corn,operating_margin,267.92128575,1,5300,2,0.449915110357,True,False,2018,2017,185.54921262,2,0.464926590538,1,False,True,-0.0150114801818,-1,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2018,soybeans,operating_margin,260.9631025,2,5650,1,0.479626485569,False,True,2018,2017,308.36566848,1,0.460848287113,2,True,False,0.0187781984562,1,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2018,winter_wheat,operating_margin,151.555977,3,830,3,0.0704584040747,False,False,2018,2017,88.44269318,3,0.0742251223491,3,False,False,-0.0037667182744,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2019,corn,operating_margin,260.28117657,1,4350,1,0.499425947187,True,True,2019,2018,267.92128575,1,0.449915110357,2,True,False,0.0495108368306,0,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2019,soybeans,operating_margin,218.667844635,2,3500,2,0.401836969001,False,False,2019,2018,260.9631025,2,0.479626485569,1,False,True,-0.0777895165676,0,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2019,winter_wheat,operating_margin,133.80315045,3,860,3,0.0987370838117,False,False,2019,2018,151.555977,3,0.0704584040747,3,False,False,0.028278679737,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2020,corn,operating_margin,321.65037906,2,4900,2,0.467557251908,False,False,2020,2019,260.28117657,1,0.499425947187,1,True,True,-0.0318686952787,1,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2020,soybeans,operating_margin,322.18367534,1,4950,1,0.472328244275,True,True,2020,2019,218.667844635,2,0.401836969001,2,False,False,0.0704912752737,-1,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2020,winter_wheat,operating_margin,175.09086502,3,630,3,0.0601145038168,False,False,2020,2019,133.80315045,3,0.0987370838117,3,False,False,-0.0386225799949,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2021,corn,operating_margin,383.32206136,1,6150,1,0.495967741935,True,True,2021,2020,321.65037906,2,0.467557251908,2,False,False,0.0284104900271,-1,-1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2021,soybeans,operating_margin,330.40574273,2,5450,2,0.439516129032,False,False,2021,2020,322.18367534,1,0.472328244275,1,True,True,-0.0328121152426,1,1,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2021,winter_wheat,operating_margin,134.79711532,3,800,3,0.0645161290323,False,False,2021,2020,175.09086502,3,0.0601145038168,3,False,False,0.00440162521546,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2022,corn,operating_margin,360.41729625,1,5750,1,0.492294520548,True,True,2022,2021,383.32206136,1,0.495967741935,1,True,True,-0.00367322138754,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2022,soybeans,operating_margin,262.38379167,3,5100,2,0.436643835616,False,False,2022,2021,330.40574273,2,0.439516129032,2,False,False,-0.00287229341582,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2022,winter_wheat,operating_margin,300.56390793,2,830,3,0.0710616438356,False,False,2022,2021,134.79711532,3,0.0645161290323,3,False,False,0.00654551480336,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2023,corn,operating_margin,276.0076095,2,6300,1,0.511363636364,False,True,2023,2022,360.41729625,1,0.492294520548,1,True,True,0.0190691158157,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2023,soybeans,operating_margin,301.40525115,1,5100,2,0.413961038961,True,False,2023,2022,262.38379167,3,0.436643835616,2,False,False,-0.0226827966554,-2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2023,winter_wheat,operating_margin,189.1800012,3,920,3,0.0746753246753,False,False,2023,2022,300.56390793,2,0.0710616438356,3,False,False,0.00361368083971,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2024,corn,operating_margin,216.42,1,5900,1,0.48321048321,True,True,2024,2023,276.0076095,2,0.511363636364,1,False,True,-0.0281531531532,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2024,soybeans,operating_margin,183,3,5450,2,0.446355446355,False,False,2024,2023,301.40525115,1,0.413961038961,2,True,False,0.0323944073944,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
South Dakota,2024,winter_wheat,operating_margin,194.9,2,860,3,0.0704340704341,False,False,2024,2023,189.1800012,3,0.0746753246753,3,False,False,-0.00424125424125,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2017,corn,operating_margin,293.68707362,2,750,2,0.266903914591,False,False,2017,2016,204.20536752,3,0.299319727891,2,False,False,-0.0324158133004,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2017,soybeans,operating_margin,391.49744896,1,1690,1,0.601423487544,True,True,2017,2016,346.86419922,1,0.56462585034,1,True,True,0.0367976372043,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2017,winter_wheat,operating_margin,272.72496518,3,370,3,0.131672597865,False,False,2017,2016,232.76327382,2,0.136054421769,3,False,False,-0.00438182390394,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2018,corn,operating_margin,302.10008175,1,740,2,0.262411347518,True,False,2018,2017,293.68707362,2,0.266903914591,2,False,False,-0.00449256707302,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2018,soybeans,operating_margin,260.9631025,3,1700,1,0.602836879433,False,True,2018,2017,391.49744896,1,0.601423487544,1,True,True,0.00141339188814,2,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2018,winter_wheat,operating_margin,262.19983525,2,380,3,0.13475177305,False,False,2018,2017,272.72496518,3,0.131672597865,3,False,False,0.00307917518488,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2019,corn,operating_margin,415.36031628,1,970,2,0.366037735849,True,False,2019,2018,302.10008175,1,0.262411347518,2,True,False,0.103626388331,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2019,soybeans,operating_margin,266.20753344,2,1400,1,0.528301886792,False,True,2019,2018,260.9631025,3,0.602836879433,1,False,True,-0.0745349926402,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2019,winter_wheat,operating_margin,219.20158485,3,280,3,0.105660377358,False,False,2019,2018,262.19983525,2,0.13475177305,3,False,False,-0.0290913956912,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2020,corn,operating_margin,356.65400762,2,860,2,0.306049822064,False,False,2020,2019,415.36031628,1,0.366037735849,2,True,False,-0.059987913785,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2020,soybeans,operating_margin,369.0652665,1,1650,1,0.5871886121,True,True,2020,2019,266.20753344,2,0.528301886792,1,False,True,0.0588867253072,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2020,winter_wheat,operating_margin,180.67835559,3,300,3,0.106761565836,False,False,2020,2019,219.20158485,3,0.105660377358,3,False,False,0.00110118847781,0,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2021,corn,operating_margin,588.74758621,1,1020,2,0.343434343434,True,False,2021,2020,356.65400762,2,0.306049822064,2,False,False,0.0373845213703,-1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
Tennessee,2021,soybeans,operating_margin,469.09257213,2,1550,1,0.521885521886,False,True,2021,2020,369.0652665,1,0.5871886121,1,True,True,-0.0653030902141,1,0,STRICTLY_LAGGED_NO_LOOKAHEAD
