state,year,crop,ranking_definition,score,score_rank,planted_acres_1000,acreage_rank,observed_acreage_share,score_top,acreage_top
Florida,2018,corn,standardized_revenue,670.7588715,1,100,1,0.751879699248,True,True
Florida,2018,soybeans,standardized_revenue,408.7214355,2,18,2,0.135338345865,False,False
Florida,2018,winter_wheat,standardized_revenue,234.304641,3,15,3,0.112781954887,False,False
Georgia,2016,corn,standardized_revenue,709.5038643,1,410,1,0.482352941176,True,True
Georgia,2016,soybeans,standardized_revenue,370.9260324,2,260,2,0.305882352941,False,False
Georgia,2016,winter_wheat,standardized_revenue,236.27909844,3,180,3,0.211764705882,False,False
Georgia,2017,corn,standardized_revenue,732.010136,1,290,1,0.479338842975,True,True
Georgia,2017,soybeans,standardized_revenue,498.79068288,2,155,3,0.256198347107,False,False
Georgia,2017,winter_wheat,standardized_revenue,288.7088928,3,160,2,0.264462809917,False,False
Georgia,2018,corn,standardized_revenue,751.933512,1,325,1,0.485074626866,True,True
Georgia,2018,soybeans,standardized_revenue,430.23309,2,145,3,0.216417910448,False,False
Georgia,2018,winter_wheat,standardized_revenue,351.4569615,3,200,2,0.298507462687,False,False
Georgia,2019,corn,standardized_revenue,751.8988592,1,395,1,0.612403100775,True,True
Georgia,2019,soybeans,standardized_revenue,306.36688341,3,100,3,0.15503875969,False,False
Georgia,2019,winter_wheat,standardized_revenue,318.82082176,2,150,2,0.232558139535,False,False
Georgia,2020,corn,standardized_revenue,787.5816426,1,420,1,0.591549295775,True,True
Georgia,2020,soybeans,standardized_revenue,480.53630939,2,100,3,0.140845070423,False,False
Georgia,2020,winter_wheat,standardized_revenue,307.31198135,3,190,2,0.267605633803,False,False
Georgia,2021,corn,standardized_revenue,1068.21272922,1,480,1,0.571428571429,True,True
Georgia,2021,soybeans,standardized_revenue,637.95941524,2,140,3,0.166666666667,False,False
Georgia,2021,winter_wheat,standardized_revenue,432.40654856,3,220,2,0.261904761905,False,False
Georgia,2022,corn,standardized_revenue,1215.503982,1,415,1,0.532051282051,True,True
Georgia,2022,soybeans,standardized_revenue,592.84223757,2,165,3,0.211538461538,False,False
Georgia,2022,winter_wheat,standardized_revenue,556.4092743,3,200,2,0.25641025641,False,False
Georgia,2023,corn,standardized_revenue,881.3300796,1,485,1,0.577380952381,True,True
Georgia,2023,soybeans,standardized_revenue,564.42063375,2,160,3,0.190476190476,False,False
Georgia,2023,winter_wheat,standardized_revenue,425.799132,3,195,2,0.232142857143,False,False
Georgia,2024,corn,standardized_revenue,647.11,1,375,1,0.54347826087,True,True
Georgia,2024,soybeans,standardized_revenue,466.24,2,170,2,0.246376811594,False,False
Georgia,2024,winter_wheat,standardized_revenue,326.86,3,145,3,0.210144927536,False,False
Illinois,2016,corn,standardized_revenue,847.10461374,1,11600,1,0.522052205221,True,True
Illinois,2016,soybeans,standardized_revenue,729.48786372,2,10100,2,0.454545454545,False,False
Illinois,2016,winter_wheat,standardized_revenue,380.10115836,3,520,3,0.023402340234,False,False
Illinois,2017,corn,standardized_revenue,835.9888485,1,11200,1,0.502242152466,True,True
Illinois,2017,soybeans,standardized_revenue,688.80618112,2,10600,2,0.47533632287,False,False
Illinois,2017,winter_wheat,standardized_revenue,466.8484224,3,500,3,0.0224215246637,False,False
Illinois,2018,corn,standardized_revenue,897.193395,1,11000,1,0.491071428571,True,True
Illinois,2018,soybeans,standardized_revenue,699.12877125,2,10800,2,0.482142857143,False,False
Illinois,2018,winter_wheat,standardized_revenue,429.5585085,3,600,3,0.0267857142857,False,False
Illinois,2019,corn,standardized_revenue,850.58558447,1,10500,1,0.497630331754,True,True
Illinois,2019,soybeans,standardized_revenue,570.47626566,2,9950,2,0.471563981043,False,False
Illinois,2019,winter_wheat,standardized_revenue,381.44634032,3,650,3,0.0308056872038,False,False
Illinois,2020,corn,standardized_revenue,835.71163187,1,11300,1,0.509697789806,True,True
Illinois,2020,soybeans,standardized_revenue,703.2238674,2,10300,2,0.464591790708,False,False
Illinois,2020,winter_wheat,standardized_revenue,379.94935876,3,570,3,0.0257104194858,False,False
Illinois,2021,corn,standardized_revenue,1185.59874342,1,11000,1,0.493938033229,True,True
Illinois,2021,soybeans,standardized_revenue,887.59570816,2,10600,2,0.475976650202,False,False
Illinois,2021,winter_wheat,standardized_revenue,610.00209529,3,670,3,0.0300853165694,False,False
Illinois,2022,corn,standardized_revenue,1486.38772656,1,10800,1.5,0.485393258427,True,True
Illinois,2022,soybeans,standardized_revenue,910.95270651,2,10800,1.5,0.485393258427,False,True
Illinois,2022,winter_wheat,standardized_revenue,757.86780465,3,650,3,0.0292134831461,False,False
Illinois,2023,corn,standardized_revenue,1043.4137724,1,11200,1,0.500223313979,True,True
Illinois,2023,soybeans,standardized_revenue,826.94185875,2,10350,2,0.462259937472,False,False
Illinois,2023,winter_wheat,standardized_revenue,673.5368088,3,840,3,0.0375167485485,False,False
Illinois,2024,corn,standardized_revenue,861.49,1,10800,1.5,0.482789450156,True,True
Illinois,2024,soybeans,standardized_revenue,634.88,2,10800,1.5,0.482789450156,False,True
Illinois,2024,winter_wheat,standardized_revenue,476.44,3,770,3,0.0344210996871,False,False
Indiana,2016,corn,standardized_revenue,743.90405166,1,5600,2,0.483592400691,True,False
Indiana,2016,soybeans,standardized_revenue,710.9415621,2,5650,1,0.487910189983,False,True
Indiana,2016,winter_wheat,standardized_revenue,416.05667334,3,330,3,0.0284974093264,False,False
Indiana,2017,corn,standardized_revenue,748.64673,1,5350,2,0.461604831752,True,False
Indiana,2017,soybeans,standardized_revenue,641.30230656,2,5950,1,0.513373597929,False,True
Indiana,2017,winter_wheat,standardized_revenue,454.5629376,3,290,3,0.0250215703192,False,False
Indiana,2018,corn,standardized_revenue,807.4740555,1,5350,2,0.460809646856,True,False
Indiana,2018,soybeans,standardized_revenue,629.215894125,2,5950,1,0.512489233419,False,True
Indiana,2018,winter_wheat,standardized_revenue,462.10081975,3,310,3,0.0267011197244,False,False
Indiana,2019,corn,standardized_revenue,794.19317003,1,5000,2,0.465983224604,True,False
Indiana,2019,soybeans,standardized_revenue,538.78313979,2,5400,1,0.503261882572,False,True
Indiana,2019,winter_wheat,standardized_revenue,352.98019552,3,330,3,0.0307548928239,False,False
Indiana,2020,corn,standardized_revenue,818.20981759,1,5400,2,0.471615720524,True,False
Indiana,2020,soybeans,standardized_revenue,691.50346961,2,5750,1,0.502183406114,False,True
Indiana,2020,winter_wheat,standardized_revenue,391.1243399,3,300,3,0.0262008733624,False,False
Indiana,2021,corn,standardized_revenue,1144.51363845,1,5400,2,0.474100087796,True,False
Indiana,2021,soybeans,standardized_revenue,825.18663493,2,5650,1,0.496049165935,False,True
Indiana,2021,winter_wheat,standardized_revenue,656.33136835,3,340,3,0.0298507462687,False,False
Indiana,2022,corn,standardized_revenue,1319.6900376,1,5250,2,0.460930640913,True,False
Indiana,2022,soybeans,standardized_revenue,831.425089275,2,5850,1,0.513608428446,False,True
Indiana,2022,winter_wheat,standardized_revenue,777.05433135,3,290,3,0.0254609306409,False,False
Indiana,2023,corn,standardized_revenue,1028.2184262,1,5450,2,0.479964773228,True,False
Indiana,2023,soybeans,standardized_revenue,800.68973625,2,5500,1,0.484368119771,False,True
Indiana,2023,winter_wheat,standardized_revenue,712.2458208,3,405,3,0.0356671070013,False,False
Indiana,2024,corn,standardized_revenue,786.06,1,5200,2,0.459770114943,True,False
Indiana,2024,soybeans,standardized_revenue,585.28,2,5800,1,0.512820512821,False,True
Indiana,2024,winter_wheat,standardized_revenue,493.06,3,310,3,0.027409372237,False,False
Iowa,2016,corn,standardized_revenue,872.90475426,1,13900,1,0.593383137673,True,True
Iowa,2016,soybeans,standardized_revenue,741.8520648,2,9500,2,0.405549626467,False,False
Iowa,2016,winter_wheat,standardized_revenue,323.59963482,3,25,3,0.00106723585912,False,False
Iowa,2017,corn,standardized_revenue,840.147997,1,13300,1,0.570423743352,True,True
Iowa,2017,soybeans,standardized_revenue,676.93021248,2,10000,2,0.428890032596,False,False
Iowa,2017,winter_wheat,standardized_revenue,417.7064832,3,16,3,0.000686224052153,False,False
Iowa,2018,corn,standardized_revenue,837.380502,1,13200,1,0.568573397657,True,True
Iowa,2018,soybeans,standardized_revenue,613.08215325,2,10000,2,0.430737422467,False,False
Iowa,2018,winter_wheat,standardized_revenue,377.4908105,3,16,3,0.000689179875948,False,False
Kansas,2016,corn,standardized_revenue,610.60332564,1,5100,2,0.28895184136,True,False
Kansas,2016,soybeans,standardized_revenue,593.48165184,2,4050,3,0.229461756374,False,False
Kansas,2016,winter_wheat,standardized_revenue,292.78062198,3,8500,1,0.481586402266,False,True
Kansas,2017,corn,standardized_revenue,549.007602,1,5500,2,0.301369863014,True,False
Kansas,2017,soybeans,standardized_revenue,445.348824,2,5150,3,0.282191780822,False,False
Kansas,2017,winter_wheat,standardized_revenue,294.8516352,3,7600,1,0.416438356164,False,True
Kansas,2018,corn,standardized_revenue,551.1330855,1,5450,2,0.304469273743,True,False
Kansas,2018,soybeans,standardized_revenue,467.878485375,2,4750,3,0.265363128492,False,False
Kansas,2018,winter_wheat,standardized_revenue,247.3215655,3,7700,1,0.430167597765,False,True
Kansas,2019,corn,standardized_revenue,625.01592671,1,6400,2,0.354570637119,True,False
Kansas,2019,soybeans,standardized_revenue,438.421574535,2,4550,3,0.252077562327,False,False
Kansas,2019,winter_wheat,standardized_revenue,296.04790592,3,7100,1,0.393351800554,False,True
Kansas,2020,corn,standardized_revenue,586.31077838,1,6100,2,0.348571428571,True,False
Kansas,2020,soybeans,standardized_revenue,480.53630939,2,4800,3,0.274285714286,False,False
Kansas,2020,winter_wheat,standardized_revenue,251.43707565,3,6600,1,0.377142857143,False,True
Kansas,2021,corn,standardized_revenue,815.83279869,1,5700,2,0.319327731092,True,False
Kansas,2021,soybeans,standardized_revenue,547.81297613,2,4850,3,0.271708683473,False,False
Kansas,2021,winter_wheat,standardized_revenue,401.52036652,3,7300,1,0.408963585434,False,True
Kansas,2022,corn,standardized_revenue,798.7597596,1,5500,2,0.3081232493,True,False
Kansas,2022,soybeans,standardized_revenue,397.638086175,2,5050,3,0.282913165266,False,False
Kansas,2022,winter_wheat,standardized_revenue,354.95074395,3,7300,1,0.408963585434,False,True
Kansas,2023,corn,standardized_revenue,602.7487326,1,5750,2,0.314551422319,True,False
Kansas,2023,soybeans,standardized_revenue,341.2775925,2,4430,3,0.242341356674,False,False
Kansas,2023,winter_wheat,standardized_revenue,270.963084,3,8100,1,0.443107221007,False,True
Kansas,2024,corn,standardized_revenue,512.13,1,6300,2,0.341833966359,True,False
Kansas,2024,soybeans,standardized_revenue,347.2,2,4530,3,0.24579489962,False,False
Kansas,2024,winter_wheat,standardized_revenue,238.22,3,7600,1,0.412371134021,False,True
Kentucky,2016,corn,standardized_revenue,683.70372378,1,1500,2,0.394736842105,True,False
Kentucky,2016,soybeans,standardized_revenue,618.210054,2,1790,1,0.471052631579,False,True
Kentucky,2016,winter_wheat,standardized_revenue,410.9201712,3,510,3,0.134210526316,False,False
Kentucky,2017,corn,standardized_revenue,740.328433,1,1320,2,0.352,True,False
Kentucky,2017,soybeans,standardized_revenue,629.42633792,2,1950,1,0.52,False,True
Kentucky,2017,winter_wheat,standardized_revenue,472.9911648,3,480,3,0.128,False,False
Kentucky,2018,corn,standardized_revenue,747.6611625,1,1340,2,0.353562005277,True,False
Kentucky,2018,soybeans,standardized_revenue,559.303017,2,2000,1,0.527704485488,False,True
Kentucky,2018,winter_wheat,standardized_revenue,429.5585085,3,450,3,0.118733509235,False,False
Kentucky,2019,corn,standardized_revenue,794.19317003,1,1550,2,0.417789757412,True,False
Kentucky,2019,soybeans,standardized_revenue,485.96126334,2,1700,1,0.458221024259,False,True
Kentucky,2019,winter_wheat,standardized_revenue,432.68540096,3,460,3,0.123989218329,False,False
Kentucky,2020,corn,standardized_revenue,805.08345688,1,1470,2,0.383812010444,True,False
Kentucky,2020,soybeans,standardized_revenue,644.62187845,2,1850,1,0.483028720627,False,True
Kentucky,2020,winter_wheat,standardized_revenue,352.01190591,3,510,3,0.13315926893,False,False
Kentucky,2021,corn,standardized_revenue,1126.90573632,1,1550,2,0.39641943734,True,False
Kentucky,2021,soybeans,standardized_revenue,776.64624464,2,1850,1,0.473145780051,False,True
Kentucky,2021,winter_wheat,standardized_revenue,671.77445937,3,510,3,0.130434782609,False,False
Kentucky,2022,corn,standardized_revenue,1083.53497824,1,1420,2,0.364102564103,True,False
Kentucky,2022,soybeans,standardized_revenue,737.43790527,3,1950,1,0.5,False,True
Kentucky,2022,winter_wheat,standardized_revenue,767.461068,2,530,3,0.135897435897,False,False
Kentucky,2023,corn,standardized_revenue,947.1765798,1,1600,2,0.39603960396,True,False
Kentucky,2023,soybeans,standardized_revenue,721.93336875,2,1830,1,0.45297029703,False,True
Kentucky,2023,winter_wheat,standardized_revenue,681.2786112,3,610,3,0.15099009901,False,False
Kentucky,2024,corn,standardized_revenue,706.66,1,1370,2,0.344221105528,True,False
Kentucky,2024,soybeans,standardized_revenue,476.16,2,2050,1,0.515075376884,False,True
Kentucky,2024,winter_wheat,standardized_revenue,415.5,3,560,3,0.140703517588,False,False
Louisiana,2016,corn,standardized_revenue,709.5038643,1,620,2,0.330666666667,True,False
Louisiana,2016,soybeans,standardized_revenue,599.66375238,2,1230,1,0.656,False,True
Louisiana,2016,winter_wheat,standardized_revenue,231.1425963,3,25,3,0.0133333333333,False,False
Louisiana,2017,corn,standardized_revenue,765.283324,1,500,2,0.279329608939,True,False
Louisiana,2017,soybeans,standardized_revenue,641.30230656,2,1270,1,0.709497206704,False,True
Louisiana,2017,winter_wheat,standardized_revenue,282.5661504,3,20,3,0.0111731843575,False,False
Louisiana,2018,corn,standardized_revenue,739.1164635,1,460,2,0.253443526171,True,False
Louisiana,2018,soybeans,standardized_revenue,559.303017,2,1340,1,0.738292011019,False,True
Louisiana,2018,winter_wheat,standardized_revenue,423.05004625,3,15,3,0.00826446280992,False,False
Maryland,2016,corn,standardized_revenue,653.60355984,1,460,2,0.34328358209,True,False
Maryland,2016,soybeans,standardized_revenue,513.11434482,2,520,1,0.388059701493,False,True
Maryland,2016,winter_wheat,standardized_revenue,328.73613696,3,360,3,0.268656716418,False,False
Maryland,2017,corn,standardized_revenue,715.373542,1,480,2,0.345323741007,True,False
Maryland,2017,soybeans,standardized_revenue,605.67440064,2,500,1,0.359712230216,False,True
Maryland,2017,winter_wheat,standardized_revenue,436.1347104,3,410,3,0.294964028777,False,False
Maryland,2018,corn,standardized_revenue,623.763027,1,450,2,0.338345864662,True,False
Maryland,2018,soybeans,standardized_revenue,510.901794375,2,520,1,0.390977443609,False,True
Maryland,2018,winter_wheat,standardized_revenue,410.03312175,3,360,3,0.270676691729,False,False
Maryland,2019,corn,standardized_revenue,756.59822707,1,510,1,0.38202247191,True,True
Maryland,2019,soybeans,standardized_revenue,464.83251276,2,480,2,0.359550561798,False,False
Maryland,2019,winter_wheat,standardized_revenue,426.992172,3,345,3,0.258426966292,False,False
Maryland,2020,corn,standardized_revenue,678.19530335,1,480,2,0.363636363636,True,False
Maryland,2020,soybeans,standardized_revenue,550.85869613,2,485,1,0.367424242424,False,True
Maryland,2020,winter_wheat,standardized_revenue,407.88681161,3,355,3,0.268939393939,False,False
Maryland,2021,corn,standardized_revenue,1027.12762425,1,470,2,0.360153256705,True,False
Maryland,2021,soybeans,standardized_revenue,735.04019582,2,490,1,0.375478927203,False,True
Maryland,2021,winter_wheat,standardized_revenue,610.00209529,3,345,3,0.264367816092,False,False
Maryland,2022,corn,standardized_revenue,1146.0466116,1,420,2,0.324324324324,True,False
Maryland,2022,soybeans,standardized_revenue,621.76137111,3,520,1,0.401544401544,False,True
Maryland,2022,winter_wheat,standardized_revenue,748.2745413,2,355,3,0.274131274131,False,False
Maryland,2023,corn,standardized_revenue,835.744041,1,480,1,0.372093023256,True,True
Maryland,2023,soybeans,standardized_revenue,616.92487875,3,470,2,0.364341085271,False,False
Maryland,2023,winter_wheat,standardized_revenue,658.053204,2,340,3,0.263565891473,False,False
Maryland,2024,corn,standardized_revenue,567.71,1,440,2,0.349206349206,True,False
Maryland,2024,soybeans,standardized_revenue,436.48,2,495,1,0.392857142857,False,True
Maryland,2024,winter_wheat,standardized_revenue,415.5,3,325,3,0.257936507937,False,False
Michigan,2016,corn,standardized_revenue,675.10367694,1,2400,1,0.472440944882,True,True
Michigan,2016,soybeans,standardized_revenue,624.39215454,2,2070,2,0.407480314961,False,False
Michigan,2016,winter_wheat,standardized_revenue,457.14869046,3,610,3,0.120078740157,False,False
Michigan,2017,corn,standardized_revenue,661.3046115,1,2250,2,0.449101796407,True,False
Michigan,2017,soybeans,standardized_revenue,504.7286672,2,2280,1,0.455089820359,False,True
Michigan,2017,winter_wheat,standardized_revenue,485.2766496,3,480,3,0.0958083832335,False,False
Michigan,2018,corn,standardized_revenue,653.6694735,1,2300,1.5,0.450097847358,True,True
Michigan,2018,soybeans,standardized_revenue,516.279708,2,2300,1.5,0.450097847358,False,True
Michigan,2018,winter_wheat,standardized_revenue,494.643131,3,510,3,0.0998043052838,False,False
Michigan,2019,corn,standardized_revenue,690.80707689,1,2000,1,0.46403712297,True,True
Michigan,2019,soybeans,standardized_revenue,427.857199245,2,1760,2,0.408352668213,False,False
Michigan,2019,winter_wheat,standardized_revenue,404.21925616,3,550,3,0.127610208817,False,False
Michigan,2020,corn,standardized_revenue,669.44439621,1,2350,1,0.46626984127,True,True
Michigan,2020,soybeans,standardized_revenue,562.57909392,2,2200,2,0.436507936508,False,False
Michigan,2020,winter_wheat,standardized_revenue,419.06179275,3,490,3,0.0972222222222,False,False
Michigan,2021,corn,standardized_revenue,1021.25832354,1,2350,1,0.45988258317,True,True
Michigan,2021,soybeans,standardized_revenue,707.30282994,2,2150,2,0.420743639922,False,False
Michigan,2021,winter_wheat,standardized_revenue,625.44518631,3,610,3,0.119373776908,False,False
Michigan,2022,corn,standardized_revenue,1166.88382272,1,2300,1,0.459081836327,True,True
Michigan,2022,soybeans,standardized_revenue,679.59963819,3,2250,2,0.449101796407,False,False
Michigan,2022,winter_wheat,standardized_revenue,796.24085805,2,460,3,0.0918163672655,False,False
Michigan,2023,corn,standardized_revenue,850.9393872,1,2400,1,0.47619047619,True,True
Michigan,2023,soybeans,standardized_revenue,603.7988175,3,2040,2,0.404761904762,False,False
Michigan,2023,winter_wheat,standardized_revenue,642.5695992,2,600,3,0.119047619048,False,False
Michigan,2024,corn,standardized_revenue,718.57,1,2250,1,0.463917525773,True,True
Michigan,2024,soybeans,standardized_revenue,486.08,2,2200,2,0.453608247423,False,False
Michigan,2024,winter_wheat,standardized_revenue,481.98,3,400,3,0.0824742268041,False,False
Minnesota,2016,corn,standardized_revenue,829.90452006,1,8450,1,0.527762163513,True,True
Minnesota,2016,soybeans,standardized_revenue,642.93845616,2,7550,2,0.471550808819,False,False
Minnesota,2016,winter_wheat,standardized_revenue,313.32663054,3,11,3,0.000687027668478,False,False
Minnesota,2017,corn,standardized_revenue,806.874809,1,8050,2,0.496607032696,True,False
Minnesota,2017,soybeans,standardized_revenue,564.1085104,2,8150,1,0.502776064158,False,True
Minnesota,2017,winter_wheat,standardized_revenue,276.423408,3,10,3,0.000616903146206,False,False
Minnesota,2018,corn,standardized_revenue,777.567609,1,7900,1,0.502832410413,True,True
Minnesota,2018,soybeans,standardized_revenue,543.169276125,2,7800,2,0.496467443193,False,False
Minnesota,2018,winter_wheat,standardized_revenue,390.507735,3,11,3,0.000700146394246,False,False
Mississippi,2016,corn,standardized_revenue,713.80388772,1,750,2,0.262697022767,True,False
Mississippi,2016,soybeans,standardized_revenue,593.48165184,2,2040,1,0.714535901926,False,True
Mississippi,2016,winter_wheat,standardized_revenue,246.55210272,3,65,3,0.0227670753065,False,False
Mississippi,2017,corn,standardized_revenue,786.0790665,1,520,2,0.188747731397,True,False
Mississippi,2017,soybeans,standardized_revenue,629.42633792,2,2190,1,0.794918330309,False,True
Mississippi,2017,winter_wheat,standardized_revenue,356.2790592,3,45,3,0.016333938294,False,False
Mississippi,2018,corn,standardized_revenue,790.3846575,1,480,2,0.173598553345,True,False
Mississippi,2018,soybeans,standardized_revenue,586.192585125,2,2230,1,0.80650994575,False,True
Mississippi,2018,winter_wheat,standardized_revenue,318.91465025,3,55,3,0.0198915009042,False,False
Mississippi,2019,corn,standardized_revenue,817.69000938,1,660,2,0.279069767442,True,False
Mississippi,2019,soybeans,standardized_revenue,528.2187645,2,1660,1,0.701902748414,False,True
Mississippi,2019,winter_wheat,standardized_revenue,267.58176112,3,45,3,0.0190274841438,False,False
Mississippi,2020,corn,standardized_revenue,787.5816426,1,510,2,0.193181818182,True,False
Mississippi,2020,soybeans,standardized_revenue,632.90148066,2,2090,1,0.791666666667,False,True
Mississippi,2020,winter_wheat,standardized_revenue,268.19954736,3,40,3,0.0151515151515,False,False
Mississippi,2021,corn,standardized_revenue,1062.34342851,1,730,2,0.23973727422,True,False
Mississippi,2021,soybeans,standardized_revenue,748.90887876,2,2220,1,0.729064039409,False,True
Mississippi,2021,winter_wheat,standardized_revenue,455.57118509,3,95,3,0.0311986863711,False,False
Mississippi,2022,corn,standardized_revenue,1146.0466116,1,580,2,0.19397993311,True,False
Mississippi,2022,soybeans,standardized_revenue,780.81660558,2,2310,1,0.772575250836,False,True
Mississippi,2022,winter_wheat,standardized_revenue,498.8496942,3,100,3,0.0334448160535,False,False
Mississippi,2023,corn,standardized_revenue,916.7858874,1,790,2,0.255663430421,True,False
Mississippi,2023,soybeans,standardized_revenue,735.05943,2,2180,1,0.705501618123,False,True
Mississippi,2023,winter_wheat,standardized_revenue,402.5737248,3,120,3,0.0388349514563,False,False
Mississippi,2024,corn,standardized_revenue,738.42,1,490,2,0.171929824561,True,False
Mississippi,2024,soybeans,standardized_revenue,555.52,2,2300,1,0.80701754386,False,True
Mississippi,2024,winter_wheat,standardized_revenue,277,3,60,3,0.0210526315789,False,False
Missouri,2016,corn,standardized_revenue,700.90381746,1,3650,2,0.367203219316,True,False
Missouri,2016,soybeans,standardized_revenue,605.84585292,2,5600,1,0.56338028169,False,True
Missouri,2016,winter_wheat,standardized_revenue,359.5551498,3,690,3,0.069416498994,False,False
Missouri,2017,corn,standardized_revenue,707.055245,1,3400,2,0.34034034034,True,False
Missouri,2017,soybeans,standardized_revenue,587.86044768,2,5950,1,0.595595595596,False,True
Missouri,2017,winter_wheat,standardized_revenue,417.7064832,3,640,3,0.0640640640641,False,False
Missouri,2018,corn,standardized_revenue,598.12893,1,3500,2,0.346878097126,True,False
Missouri,2018,soybeans,standardized_revenue,484.01222625,2,5850,1,0.579781962339,False,True
Missouri,2018,winter_wheat,standardized_revenue,383.99927275,3,740,3,0.0733399405352,False,False
Missouri,2019,corn,standardized_revenue,728.40201985,1,3200,2,0.361581920904,True,False
Missouri,2019,soybeans,standardized_revenue,485.96126334,2,5100,1,0.576271186441,False,True
Missouri,2019,winter_wheat,standardized_revenue,358.67342448,3,550,3,0.0621468926554,False,False
Missouri,2020,corn,standardized_revenue,748.20256047,1,3450,2,0.352760736196,True,False
Missouri,2020,soybeans,standardized_revenue,597.74028729,2,5850,1,0.598159509202,False,True
Missouri,2020,winter_wheat,standardized_revenue,346.42441534,3,480,3,0.0490797546012,False,False
Missouri,2021,corn,standardized_revenue,939.0881136,1,3600,2,0.362173038229,True,False
Missouri,2021,soybeans,standardized_revenue,679.56546406,2,5700,1,0.573440643863,False,True
Missouri,2021,winter_wheat,standardized_revenue,501.90045815,3,640,3,0.0643863179074,False,False
Missouri,2022,corn,standardized_revenue,1118.26366344,1,3350,2,0.332341269841,True,False
Missouri,2022,soybeans,standardized_revenue,657.910288035,2,6100,1,0.605158730159,False,True
Missouri,2022,winter_wheat,standardized_revenue,575.595801,3,630,3,0.0625,False,False
Missouri,2023,corn,standardized_revenue,774.9626562,1,3850,2,0.376344086022,True,False
Missouri,2023,soybeans,standardized_revenue,630.05094,2,5600,1,0.547409579668,False,True
Missouri,2023,winter_wheat,standardized_revenue,541.926168,3,780,3,0.0762463343109,False,False
Missouri,2024,corn,standardized_revenue,726.51,1,3450,2,0.344311377246,True,False
Missouri,2024,soybeans,standardized_revenue,486.08,2,5900,1,0.588822355289,False,True
Missouri,2024,winter_wheat,standardized_revenue,415.5,3,670,3,0.0668662674651,False,False
Nebraska,2016,corn,standardized_revenue,765.40416876,1,9850,1,0.59987819732,True,True
Nebraska,2016,soybeans,standardized_revenue,754.21626588,2,5200,2,0.316686967113,False,False
Nebraska,2016,winter_wheat,standardized_revenue,277.37111556,3,1370,3,0.0834348355664,False,False
Nebraska,2017,corn,standardized_revenue,752.8058785,1,9550,1,0.583384239462,True,True
Nebraska,2017,soybeans,standardized_revenue,682.8681968,2,5700,2,0.34819792303,False,False
Nebraska,2017,winter_wheat,standardized_revenue,282.5661504,3,1120,3,0.0684178375076,False,False
Nebraska,2018,corn,standardized_revenue,820.291104,1,9600,1,0.585365853659,True,True
Nebraska,2018,soybeans,standardized_revenue,634.59380775,2,5700,2,0.34756097561,False,False
Nebraska,2018,winter_wheat,standardized_revenue,318.91465025,3,1100,3,0.0670731707317,False,False
Nebraska,2019,corn,standardized_revenue,855.28495234,1,10100,1,0.628500311139,True,True
Nebraska,2019,soybeans,standardized_revenue,618.015954465,2,4900,2,0.304915992533,False,False
Nebraska,2019,winter_wheat,standardized_revenue,324.51405072,3,1070,3,0.0665836963286,False,False
Nebraska,2020,corn,standardized_revenue,787.5816426,1,10200,1,0.625766871166,True,True
Nebraska,2020,soybeans,standardized_revenue,679.78307182,2,5200,2,0.319018404908,False,False
Nebraska,2020,winter_wheat,standardized_revenue,229.08711337,3,900,3,0.0552147239264,False,False
Nebraska,2021,corn,standardized_revenue,1138.64433774,1,9900,1,0.602923264312,True,True
Nebraska,2021,soybeans,standardized_revenue,873.72702522,2,5600,2,0.341047503045,False,False
Nebraska,2021,winter_wheat,standardized_revenue,378.35572999,3,920,3,0.0560292326431,False,False
Nebraska,2022,corn,standardized_revenue,1146.0466116,1,9600,1,0.587875076546,True,True
Nebraska,2022,soybeans,standardized_revenue,708.51877173,2,5750,2,0.352112676056,False,False
Nebraska,2022,winter_wheat,standardized_revenue,306.9844272,3,980,3,0.0600122473974,False,False
Nebraska,2023,corn,standardized_revenue,921.8510028,1,9950,1,0.609308022045,True,True
Nebraska,2023,soybeans,standardized_revenue,675.992154375,2,5250,2,0.321494182486,False,False
Nebraska,2023,winter_wheat,standardized_revenue,325.1557008,3,1130,3,0.0691977954685,False,False
Nebraska,2024,corn,standardized_revenue,746.36,1,10050,1,0.614678899083,True,True
Nebraska,2024,soybeans,standardized_revenue,570.4,2,5300,2,0.324159021407,False,False
Nebraska,2024,winter_wheat,standardized_revenue,288.08,3,1000,3,0.0611620795107,False,False
New Jersey,2016,corn,standardized_revenue,623.5033959,1,80,2,0.390243902439,True,False
New Jersey,2016,soybeans,standardized_revenue,445.11123888,2,100,1,0.487804878049,False,True
New Jersey,2016,winter_wheat,standardized_revenue,328.73613696,3,25,3,0.121951219512,False,False
New Jersey,2017,corn,standardized_revenue,694.5777995,1,77,2,0.385,True,False
New Jersey,2017,soybeans,standardized_revenue,534.4185888,2,100,1,0.5,False,True
New Jersey,2017,winter_wheat,standardized_revenue,393.1355136,3,23,3,0.115,False,False
New Jersey,2018,corn,standardized_revenue,602.4012795,1,72,2,0.369230769231,True,False
New Jersey,2018,soybeans,standardized_revenue,430.23309,2,105,1,0.538461538462,False,True
New Jersey,2018,winter_wheat,standardized_revenue,403.5246595,3,18,3,0.0923076923077,False,False
New Jersey,2019,corn,standardized_revenue,728.40201985,1,77,2,0.403141361257,True,False
New Jersey,2019,soybeans,standardized_revenue,390.88188573,2,95,1,0.497382198953,False,True
